952.00	0.00	4.81	63.50
952.00	80.00	8.28	63.50
952.00	120.00	9.60	63.50
952.00	160.00	10.53	63.50
952.00	200.00	10.72	63.50
952.00	240.00	10.72	63.50
952.00	280.00	9.65	63.50
953.00	0.00	4.28	43.00
953.00	80.00	7.05	43.00
953.00	120.00	8.33	43.00
953.00	160.00	8.78	43.00
953.00	200.00	9.08	43.00
953.00	240.00	9.20	43.00
953.00	280.00	9.22	43.00
954.00	0.00	4.48	75.70
954.00	80.00	6.72	75.70
954.00	120.00	7.66	75.70
954.00	160.00	8.46	75.70
954.00	200.00	8.83	75.70
954.00	240.00	8.86	75.70
954.00	280.00	8.90	75.70
955.00	0.00	5.82	73.70
955.00	120.00	7.67	73.70
955.00	160.00	8.31	73.70
955.00	200.00	8.52	73.70
955.00	240.00	8.76	73.70
955.00	280.00	8.49	73.70
1961.00	0.00	6.59	67.00
1961.00	80.00	8.41	67.00
1961.00	120.00	9.15	67.00
1961.00	160.00	9.55	67.00
1961.00	160.00	10.02	67.00
1961.00	160.00	9.96	67.00
1961.00	200.00	9.53	67.00
1961.00	200.00	10.23	67.00
19212.00	0.00	5.53	71.00
19212.00	90.00	8.14	71.00
19212.00	170.00	9.30	71.00
19212.00	250.00	8.17	71.00
19212.00	330.00	7.65	71.00
19212.00	330.00	7.23	71.00
