rep,id,th1,th2,treatment
1,113,-0.705986285285467,-0.480638017675859,0
2,113,-2.16721658184761,-0.778734172671929,0
3,113,-1.85045504401127,-0.453770354383983,0
1,114,-2.73538252949917,-0.516752122105644,0
2,114,-2.46855238588752,-0.379289924300604,0
3,114,-1.69806348296124,-0.761429259097544,0
1,115,-2.39775455453184,-0.635365563156407,0
2,115,-0.476746842436339,-0.307706589345858,0
3,115,-0.369989516309662,-0.667569027772608,0
1,116,-1.59913068222992,-0.471539267690547,0
2,116,-2.38741463392324,-0.164879102649625,0
3,116,-3.96633415781275,-0.474927040841758,0
1,117,-2.89693276826404,-0.374388242702883,0
2,117,-0.781765915253551,-1.0185927615374,0
3,117,-2.21207873208529,-0.532906668179601,0
1,118,-2.58521748349942,-0.510618543718542,0
2,118,-2.95061976823747,-0.545480201607983,0
3,118,-1.809127509063,-0.6165776497682,0
1,119,-2.19425001040648,-0.922494726594481,0
2,119,-2.84463460869305,-0.52022439071341,0
3,119,-1.6575072987176,-0.443704232511975,0
1,120,-2.35404615169859,-0.395490434837187,0
2,120,-2.83062718966315,-0.476866654073686,0
3,120,-1.68156068748223,0.0376355305951888,0
1,121,-1.09928385549289,-0.71854758606616,0
2,121,-1.58540166600829,-0.381874772676757,0
3,121,-1.55645083324151,-0.202489352282594,0
1,122,0.143323388241052,-0.636877889173949,0
2,122,-3.91355406148447,-0.734863644930446,0
3,122,-1.05873188868942,-0.645106012876383,0
1,123,-3.46648158403625,-0.357925260841909,0
2,123,-1.2351211317772,-0.216895565164787,0
3,123,-1.96704391812775,-0.38998730019037,0
1,124,-2.09216878539368,-0.450565664313717,0
2,124,-1.10988452507744,-0.457835220002229,0
3,124,-5.35375689276035,-0.646141325897832,0
1,125,0.459021161074982,-0.487163474869125,0
2,125,-1.12658990124285,-0.775238147811067,0
3,125,-2.17958486602749,-0.303230592350527,0
1,126,-1.46155592607874,-0.370386602207228,0
2,126,-1.38585686137012,-1.01075091235017,0
3,126,-1.78622133125504,-0.450652779393309,0
1,127,0.600139729546844,-0.150071964443758,0
2,127,0.560320017812588,-0.13311433217338,0
3,127,-0.0287470819652078,-0.221584223919922,0
1,128,-1.48919504175219,-0.259037907962056,0
2,128,-2.45402685457835,-0.73179941299163,0
3,128,-2.97540407510715,-0.270304259429862,0
1,129,-0.263216314062877,-0.215050463885673,0
2,129,-2.18402973421344,-0.556763417435683,0
3,129,-1.69992402728977,-0.0874959510060078,0
1,130,-2.15810509743506,-0.65766451022617,0
2,130,-3.36766682915097,-0.141203528393275,0
3,130,-2.73757097496341,-0.583871469070909,0
1,131,-4.20574844813066,-0.618247416072843,0
2,131,-3.20449720817871,-0.621111537560624,0
3,131,-0.618175260991501,-0.581822186801186,0
1,132,-2.80004484020361,-0.431331899527766,0
2,132,-3.13072537811443,-0.738641759475913,0
3,132,-1.13116378840552,-0.491462301123757,0
1,133,-0.939892594378515,-0.320293428489682,0
2,133,-4.13219092401242,-0.00914100532705114,0
3,133,-2.28162161712637,-0.551103693747336,0
1,134,-2.0778613058612,-0.518461262613446,0
2,134,-2.66993014256995,-0.273939564035829,0
3,134,-1.71631831285893,-0.429451088286037,0
1,135,-0.813038561200785,-0.386874325903815,0
2,135,-0.93711476072865,-0.756037058955922,0
3,135,0.080084090447535,-0.0280952282501056,0
1,136,-0.249516277526737,-0.495397433949098,0
2,136,-3.33615177651164,-0.293219404294553,0
3,136,-2.22667051088259,-0.800942183239276,0
1,137,-4.39610457777702,-0.581734293244735,0
2,137,-1.73536059746788,-0.739671552962384,0
3,137,-1.68174789178663,-0.540235295638983,0
1,138,-3.05086787489283,-0.629241458838722,1
2,138,-1.28485897769709,-0.498698109017598,1
3,138,-1.47798041704645,-0.618038615872252,1
1,139,-1.90537220241343,-0.578477674307009,1
2,139,0.0400456699935989,-0.846486763816629,1
3,139,-1.36522504313589,-0.258306433936249,1
1,140,-3.22454891061081,-0.901845296309062,1
2,140,-2.3100110248693,-0.658905524004439,1
3,140,-2.45162100617761,-0.506148496385483,1
1,141,-2.41145313864156,-0.352119945986012,1
2,141,-2.51764423180259,-0.675217908862167,1
3,141,-3.74809439419638,-0.720486455083048,1
1,142,-0.552303320950113,-0.832317732869547,1
2,142,-1.04541575054315,-0.676017272626981,1
3,142,-0.0463046804625936,-0.664885872561988,1
1,143,-1.84707716335854,-0.842013064026519,1
2,143,-1.34047464334598,-0.4382118111263,1
3,143,-0.723239489030924,-0.327148289392183,1
1,144,-1.1456143643986,-0.518412363346132,1
2,144,-3.39179089761866,-0.224718308805937,1
3,144,-1.76845498954382,-0.196699671354631,1
1,145,-0.393977355564654,-0.339340238384531,1
2,145,-1.49124711556547,-0.277000549240435,1
3,145,-1.50368903194617,-0.225688420067043,1
1,146,-0.0543738504062505,-0.298181072504228,1
2,146,-0.915290080687436,-0.380859271397218,1
3,146,0.309122492382013,-0.35222678188887,1
1,147,-0.0346731488936411,-0.408227594450216,1
2,147,-1.35296463167378,-0.823131720985295,1
3,147,-0.983433249513065,-0.489009282799557,1
1,148,-1.29163798233525,-0.464004334262661,1
2,148,-2.71280522041585,-0.551401532381602,1
3,148,-1.34118322032382,-0.462885251373502,1
1,149,-1.77887668816156,-0.441717062888972,1
2,149,-5.07276259245055,-0.779818611184941,1
3,149,-3.64120779563304,-0.543342817735302,1
1,150,-2.00244272892868,-0.504179027446493,1
2,150,-1.99019878234071,-0.894474729858304,1
3,150,-2.04392918560869,-0.171445747361504,1
1,151,-1.57815298488369,-0.607810405264184,1
2,151,-2.14789611738594,-0.51904173695917,1
3,151,-2.42742669506371,-0.676158332933099,1
1,152,-2.62793377026968,-0.585664466557623,1
2,152,-1.1504857863806,-0.55084492458016,1
3,152,-3.2408233553527,-0.936657131999362,1
1,153,-2.18481435066511,-0.631716081922661,1
2,153,-3.57342082965188,-0.866792839984349,1
3,153,-1.94279567019646,-0.761943219151258,1
1,154,-2.35525299210132,-0.50574952407109,1
2,154,-3.06805988497194,-0.622868957628843,1
3,154,-1.33003349745924,-0.768887824970624,1
1,155,-4.21167586067715,-0.917794345260723,1
2,155,-3.61415849782251,-0.604776215799473,1
3,155,-1.49587776012166,-0.679947690894597,1
1,156,0.801091381557445,-0.549787434453112,1
2,156,-0.298768215070582,-0.825421431021975,1
3,156,-0.763122526756915,-0.583967865600648,1
1,157,-2.61809314807559,-0.453229035652707,1
2,157,-2.35576328856082,-0.552376751893483,1
3,157,-1.93243627601942,-0.370138503804508,1
1,158,-3.99248673495765,-1.04693588133501,1
2,158,-1.50972247174214,-0.591691233296106,1
3,158,-0.781756886872269,-0.438010570094299,1
1,159,-4.06317438620746,-0.648277765942766,1
2,159,-2.37581914844567,-0.459391571047327,1
3,159,-2.01209189852057,-0.471972140761237,1
1,160,-0.012781494255707,-0.712338543160586,1
2,160,-2.405505731692,-0.448764863252788,1
3,160,-1.3419855391276,-1.01204055904176,1
1,161,-0.94438213841518,-0.323643356795846,1
2,161,0.393497815147921,-0.747898914493655,1
3,161,1.18737065525116,-0.565047094949581,1
1,162,-1.23397189457009,-0.412928718032765,1
2,162,-2.38099306322537,-0.33018950042786,1
3,162,-0.439482494771747,-0.419314129866638,1
1,163,0.931648669402358,-0.497118794233056,1
2,163,-0.763792953317258,-0.332997618229284,1
3,163,-0.15497230533936,-0.540171667354454,1
1,164,-1.06144733116771,-0.680049412026602,1
2,164,-0.59988085073043,-0.602780010658801,1
3,164,-1.81643087667505,-1.00372128907197,1
1,165,-1.37489722754313,-0.762810542474111,1
2,165,-2.93729608022135,-0.66292599880285,1
3,165,-2.88780937278154,-0.777376566212096,1
1,166,-1.12672508712452,-0.68075714289122,1
2,166,-1.83112636882649,-0.595727219255249,1
3,166,-1.86586722127479,-0.78805594365262,1
1,167,-1.46469433368331,-0.415530647028354,1
2,167,-2.09437621134436,-0.506040301902875,1
3,167,-2.03997324835982,-0.484519996627516,1
1,168,-1.62585146075858,-0.374239473736487,1
2,168,-0.198120984869931,-0.535843162348032,1
3,168,-2.24734660610443,-0.253048122233354,1
1,169,-2.29133602262886,-0.626119907905896,1
2,169,-1.01324795589267,-0.761380683635255,1
3,169,-2.24350232326466,-0.48336140448449,1
1,170,-2.0853400164721,-0.546229606971798,1
2,170,-5.45510547903507,-0.612510146032702,1
3,170,-1.77126919189645,-0.760849242315208,1
1,171,-3.94533969995924,-0.609159015853568,1
2,171,-2.90782960731028,-0.427736263450265,1
3,171,-3.77499041532071,-0.655085112800113,1
1,172,-0.0189580606743569,-0.771961056830322,1
2,172,-2.60358927204841,-0.851747922141335,1
3,172,-1.97172979824452,-0.212410030491315,1
1,173,0.408679248437205,-0.385923090850608,1
2,173,-1.83494892381286,-0.29940372918962,1
3,173,-1.00636710804393,-0.391993763749831,1
1,174,-3.66997208132414,-0.553613653160925,1
2,174,-3.85716558440805,-0.90039754435786,1
3,174,-0.900348506497464,-0.537948321881269,1
1,175,-3.30637073265114,-0.411452289496804,1
2,175,-2.13141077612228,-0.527571920961614,1
3,175,-0.868842418273433,-0.722917891033365,1
1,176,-2.24945502408513,-0.533608517978304,1
2,176,-1.21842614191073,-0.755001791102895,1
3,176,-3.25392969477786,-0.330763514932863,1
1,177,-1.18949943141245,-0.829522019696445,1
2,177,-2.02117341986108,-0.639802848431944,1
3,177,-2.52387005310701,-0.879025973350307,1
1,178,-1.69299847782477,-0.388342321928366,1
2,178,-0.714510673225453,-0.539262830296092,1
3,178,-2.06844031396594,-0.386256877995559,1
1,179,-0.912594995517877,-0.799130860509458,1
2,179,2.28384330431189,-0.998707528319053,1
3,179,0.856980886246692,-0.689822267735796,1
1,180,-1.8774281605067,-0.485334419623618,1
2,180,-0.696978089719476,-0.602814231136002,1
3,180,-0.654679477948602,-0.712037750046877,1
1,181,-5.62752225600268,-0.850968148179653,1
2,181,-1.36385001844139,-0.601166660649737,1
3,181,-3.3731246875267,-0.649367105309172,1
1,182,-1.21045123098803,-0.370698442742305,1
2,182,-1.70195176581089,-0.811987344651084,1
3,182,-2.1551775358665,-0.584045267146458,1
1,183,-0.349632738380698,-0.578739725875853,1
2,183,-0.638337665472021,-0.660580469826774,1
3,183,0.452229224025844,-0.435929994137497,1
1,184,-0.515519787029145,-0.40188315995156,1
2,184,-0.513398016011839,-0.340405415958522,1
3,184,-0.879864341111112,-0.268896029820668,1
1,185,-2.67785346686508,-0.892167175405989,1
2,185,-2.69442175256698,-0.384797475995353,1
3,185,-2.6403028958645,-0.749421943297732,1
1,186,-3.82875281051684,-0.381402040042611,1
2,186,-1.8827460601858,-0.455622427362788,1
3,186,-1.46437147710961,-0.613072067910143,1
1,187,-2.28604151565792,-0.2494659779012,1
2,187,-1.04506002223812,-0.828742563478241,1
3,187,-2.35356306259934,-0.272753690346091,1
1,188,-3.79141705530599,-0.736712578025269,1
2,188,-1.52635957994734,-0.824574531458497,1
3,188,-1.21404150760646,-0.849162454373578,1
1,189,-0.53011278270858,-0.440556439126806,1
2,189,-3.10933984619486,-0.773327470153317,1
3,189,-1.01439393141731,-0.78489940203967,1
1,190,-0.763591830273199,-0.378384193084874,1
2,190,-1.28929477661588,-0.962006764955059,1
3,190,-3.20410444105576,-0.691885378761078,1
1,191,-2.81988687780613,-0.590621358140993,1
2,191,-2.86730524587498,-0.886523965141984,1
3,191,-3.64415292194968,-0.338430477116582,1
1,192,-3.15783359975632,-0.858732968371976,1
2,192,-1.4573605094666,-0.606501115781763,1
3,192,-2.67337776456406,-0.460052560087465,1
1,193,-1.93286484527577,-0.883353047807981,1
2,193,-1.28769809892128,-0.853282933823629,1
3,193,-2.31721686403342,-0.359282836015851,1
1,194,-1.41765401673542,-0.235836230088339,1
2,194,-2.88938423391765,-0.425421730326639,1
3,194,-1.648814933314,-0.548854552144551,1
