id time psim y risk
57 3 0.241032163268498 0 0
58 0 0.535027857974231 1 0
58 1 0.443981195415163 0 0
58 2 0.35654740916352 0 0
58 3 0.277731454074393 0 0
59 0 0.578798485128481 1 0
59 1 0.527920085024193 1 0
59 2 0.476454994207493 1 0
59 3 0.425485101926505 0 0
60 0 0.553078554212022 0 0
60 1 0.482000296421646 0 0
60 2 0.411643086200491 1 0
60 3 0.344721334865342 0 0
61 0 0.571903422374523 0 0
61 1 0.499885599194081 1 0
61 2 0.427872522480468 1 0
61 3 0.358790992682185 1 0
62 0 0.561042782837812 1 0
62 1 0.51070549136499 1 0
62 2 0.460150151640658 1 0
62 3 0.41040173184071 1 0
63 0 0.577098023583718 1 0
63 1 0.459974615961184 1 0
63 2 0.347111252974216 1 0
63 3 0.249163621755366 1 0
64 0 0.514589168541248 0 0
64 1 0.427147337414912 1 0
64 2 0.344033128149265 1 0
64 3 0.26948340834383 1 0
65 0 0.62895640251229 0 0
65 1 0.560758505297708 1 0
65 2 0.49018615602281 0 0
65 3 0.420002820592385 1 0
66 0 0.490909633324439 0 0
66 1 0.392872258932925 0 0
66 2 0.30276957352212 1 0
66 3 0.22565099546038 0 0
67 0 0.493416620500155 1 0
67 1 0.343817143625573 0 0
67 2 0.219887165936614 0 0
67 3 0.131664798041446 0 0
68 0 0.426870036511806 0 0
68 1 0.393130972768463 0 0
68 2 0.360381790297226 1 0
68 3 0.328882270501703 1 0
69 0 0.560914771751125 1 0
69 1 0.41826353383692 0 0
69 2 0.288088246662406 0 0
69 3 0.185507728844997 0 0
70 0 0.452159209469603 0 0
70 1 0.373786432858982 0 0
70 2 0.301521434496209 0 0
70 3 0.237919484909266 0 0
71 0 0.570833216571338 1 0
71 1 0.498798361620221 0 0
71 2 0.426813355045908 1 0
71 3 0.357800689404787 1 0
72 0 0.500630373871037 1 0
72 1 0.408286090412708 1 0
72 2 0.321992139020945 0 0
72 3 0.24634376310224 0 0
73 0 0.556293468767404 0 0
73 1 0.440931934255613 1 0
73 2 0.331614042404445 1 0
73 3 0.237867373710527 0 0
74 0 0.525022012479653 0 0
74 1 0.473517005770148 0 0
74 2 0.422569504983781 0 0
74 3 0.373217771134368 0 0
75 0 0.557351613980555 0 0
75 1 0.423514427213099 0 0
75 2 0.300031885715357 0 0
75 3 0.200058412531873 0 0
76 0 0.486358634466425 0 0
76 1 0.420225212678384 1 0
76 2 0.356837050219587 0 0
76 3 0.298094377841834 1 0
77 0 0.474320092946372 0 0
77 1 0.387337872701582 0 0
77 2 0.306991462029773 0 0
77 3 0.236867903130227 0 0
78 0 0.522398860341887 0 0
78 1 0.426106085698671 1 0
78 2 0.335108862054837 1 0
78 3 0.254912834528083 0 0
79 0 0.479667836974775 1 0
79 1 0.418754254339919 0 0
79 2 0.360220955549675 1 0
79 3 0.305568163417453 0 0
80 0 0.547810387813128 1 0
80 1 0.511973869498785 0 0
80 2 0.476013836231151 1 0
80 3 0.440300803677678 1 0
81 0 0.434544321104738 0 0
81 1 0.355330391729885 1 0
81 2 0.283321336810901 1 0
81 3 0.220904733708774 1 0
82 0 0.475085367672039 0 0
82 1 0.412773160142142 1 0
82 2 0.35313553667683 0 0
82 3 0.297745515639617 1 0
83 0 0.542911233854779 0 0
83 1 0.457413801358407 0 0
83 2 0.37435343753018 0 0
83 3 0.298089531044779 0 0
84 0 0.534634339363293 1 0
84 1 0.440104040896248 1 0
84 2 0.349727046734067 1 0
84 3 0.268992815968268 1 0
85 0 0.56548955081369 0 0
85 1 0.490239612395165 0 0
85 2 0.415429407493241 0 0
85 3 0.344324114963464 0 0
86 0 0.451521665875258 0 0
86 1 0.352976051464497 1 0
86 2 0.265526011584658 0 0
86 3 0.193270064789057 0 0
87 0 0.477221891634805 0 0
87 1 0.392504259147067 0 0
87 2 0.313798553270698 1 0
87 3 0.244522579172921 0 0
88 0 0.431096073341438 0 0
88 1 0.337704669458017 0 0
88 2 0.255460322569617 0 0
88 3 0.18757295439001 0 0
89 0 0.504059894921318 1 0
89 1 0.365603389818026 1 0
89 2 0.246291412219775 0 0
89 3 0.156321657501561 0 0
90 0 0.50595188772344 0 0
90 1 0.427586327260581 1 0
90 2 0.352693582631483 0 0
90 3 0.284401039923825 0 0
91 0 0.442425145546216 0 0
91 1 0.361494523555785 0 0
91 2 0.28772862013725 0 0
91 3 0.223740646311734 0 0
92 0 0.508932823030718 0 0
92 1 0.384185651628068 1 0
92 2 0.27301594223399 0 0
92 3 0.184383102412329 0 0
93 0 0.358324191392681 1 0
93 1 0.292966773258439 0 0
93 2 0.235161559806602 1 0
93 3 0.185765202293712 0 0
94 0 0.432826007824594 0 0
94 1 0.358973767714067 1 0
94 2 0.291251862804957 1 0
94 3 0.231688298056569 1 0
95 0 0.38231147427104 1 0
95 1 0.290159089774314 0 0
95 2 0.212574815845019 0 0
95 3 0.151313347380449 0 0
96 0 0.419339211724215 0 0
96 1 0.342552107507545 0 0
96 2 0.273209995090039 0 0
96 3 0.213349562670442 0 0
97 0 0.501771860399607 1 0
97 1 0.433519757738565 1 0
97 2 0.367699870812969 1 0
97 3 0.306466852647435 0 0
98 0 0.483607773835945 1 0
98 1 0.376198743266939 0 0
98 2 0.279722991693459 0 0
98 3 0.200053838441742 0 0
99 0 0.535482370553065 0 0
99 1 0.448247727781878 0 0
99 2 0.364085660574187 0 0
99 3 0.287491965805013 0 0
100 0 0.592206861266497 0 0
100 1 0.532291253822092 1 0
100 2 0.471429685471338 0 0
100 3 0.411405824591743 1 0
101 0 0.493311408584494 1 0
101 1 0.462864870755341 1 0
101 2 0.432692756124421 0 0
101 3 0.40301175084571 0 0
102 0 0.556926565826071 1 0
102 1 0.455098217847539 0 0
102 2 0.356891307073827 1 0
102 3 0.269399252042946 0 0
103 0 0.494786101283837 1 0
103 1 0.399260580116298 0 0
103 2 0.310830907081171 0 0
103 3 0.234346625819541 0 0
104 0 0.433936267806461 0 0
104 1 0.362998382871264 0 0
104 2 0.297561143580157 1 0
104 3 0.239485291823534 0 0
105 0 0.509282501657064 1 0
105 1 0.43063301185306 0 0
105 2 0.355334455411997 1 0
105 3 0.2865753348416 0 0
106 0 0.53796160388302 1 0
106 1 0.408089120850477 1 0
106 2 0.289897855142931 0 0
106 3 0.194678847636112 0 0
107 0 0.503815936163256 1 0
107 1 0.384635753904058 0 0
107 2 0.277860492699577 0 0
107 3 0.191501870141452 0 0
108 0 0.558276688750706 0 0
108 1 0.457602493613031 0 0
108 2 0.360275752278722 0 0
108 3 0.273221931920608 0 0
109 0 0.463018029367709 1 0
109 1 0.40840679096332 0 0
109 2 0.355966859766925 0 0
109 3 0.306768722573323 0 0
110 0 0.469699505612164 1 0
110 1 0.370031781760789 1 0
110 2 0.280333031106066 0 0
110 3 0.205292217110994 0 0
111 0 0.527617130583932 0 0
111 1 0.428424408485912 1 0
111 2 0.334668276033883 0 0
111 3 0.252370473778154 0 0
112 0 0.495941447053433 0 0
112 1 0.367049045344028 0 0
112 2 0.254726593314267 0 0
112 3 0.167671114990836 0 0
113 0 0.495931183234053 1 0
113 1 0.386824423562877 0 0
113 2 0.28800660960884 0 0
113 3 0.205953765635373 0 0
114 0 0.441747829489817 0 0
114 1 0.348092487008041 1 0
114 2 0.264872106414068 1 0
114 3 0.195578696271377 1 0
115 0 0.490131203894121 1 0
115 1 0.376041580953087 0 0
115 2 0.274225679420321 0 0
115 3 0.191515712206078 0 0
116 0 0.527812602128578 1 0
116 1 0.434799823538798 1 0
116 2 0.346161762173482 1 0
116 3 0.267055521791136 0 0
117 0 0.614422780610408 1 0
117 1 0.529693287906618 0 0
117 2 0.443217113736856 1 0
117 3 0.360050648273577 0 0
118 0 0.470378242451565 0 0
118 1 0.388347969569887 0 0
118 2 0.3121906552543 1 0
118 3 0.244986330242775 0 0
119 0 0.434258651569486 1 0
119 1 0.353172282326681 0 0
119 2 0.279740068656823 1 0
119 3 0.216466393749988 0 0
120 0 0.594115472611491 1 0
120 1 0.500939632930321 1 0
120 2 0.407698486108245 0 0
120 3 0.32066130383797 1 0
121 0 0.409105102575943 0 0
121 1 0.373500185911468 0 0
121 2 0.339215114884434 0 0
121 3 0.306537345457748 0 0
122 0 0.404899785111663 0 0
122 1 0.33115246022947 1 0
122 2 0.264859078214408 0 0
122 3 0.2077154741342 1 0
123 0 0.484148958535569 1 0
123 1 0.376255045348366 0 0
123 2 0.279383189892243 0 0
123 3 0.199476067977834 0 0
124 0 0.569389916420764 0 0
124 1 0.495625345891259 1 0
124 2 0.422050726890885 1 0
124 3 0.351780467241417 0 0
125 0 0.448384860344473 0 0
125 1 0.343310824713482 1 0
125 2 0.251627601367075 0 0
125 3 0.177799699957161 0 0
126 0 0.416635339755938 1 0
126 1 0.361379128790185 0 0
126 2 0.309562477799458 1 0
126 3 0.262126002868447 0 0
127 0 0.504546066251355 1 0
127 1 0.409650529986393 1 0
127 2 0.321038085558502 1 0
127 3 0.243681545524005 0 0
128 0 0.47786063572097 1 0
128 1 0.393520688273776 0 0
128 2 0.31508365104693 1 0
128 3 0.245940781130108 0 0
129 0 0.518944374131174 0 0
129 1 0.403749481099801 0 0
129 2 0.298270662040846 0 0
129 3 0.210614300407973 0 0
130 0 0.523098218672788 0 0
130 1 0.405749421911344 1 0
130 2 0.298261694589517 0 0
130 3 0.209223343537279 0 0
131 0 0.381257663289466 0 0
131 1 0.317312411502916 1 0
131 2 0.259592510800405 0 0
131 3 0.209155297737221 0 0
132 0 0.524904665818471 0 0
132 1 0.422805356368354 0 0
132 2 0.326900698635656 0 0
132 3 0.243570075510517 0 0
133 0 0.420142508697303 1 0
133 1 0.284299518566474 0 0
133 2 0.178832358845942 0 0
133 3 0.106659767787827 1 0
134 0 0.423428657932381 0 0
134 1 0.33059299570382 1 0
134 2 0.249310227362406 0 0
134 3 0.182562080266202 0 0
135 0 0.56456167479096 1 0
135 1 0.502209888594743 1 0
135 2 0.439789293333542 0 0
135 3 0.379216738471469 1 0
136 0 0.549705229804804 0 0
136 1 0.463222520464893 0 0
136 2 0.378897136347291 0 0
136 3 0.301305727534637 0 0
137 0 0.412542277921762 1 0
137 1 0.323415591254152 1 0
137 2 0.245497371091707 0 0
137 3 0.18132057443749 0 0
138 0 0.503522931639268 1 0
138 1 0.43253435120679 1 0
138 2 0.364212037380074 0 0
138 3 0.300958164152799 0 0
139 0 0.41022598082395 0 0
139 1 0.313484720712065 0 0
139 2 0.23063582836135 0 0
139 3 0.164437986282604 1 0
140 0 0.635746193091319 1 0
140 1 0.589148250466675 0 0
140 2 0.540894022331274 0 0
140 3 0.491860515098034 0 0
141 0 0.494458712836237 1 0
141 1 0.386661007013648 0 0
141 2 0.288932799708073 0 0
141 3 0.207546867837878 0 0
142 0 0.485502508761503 1 0
142 1 0.382157870779316 0 0
142 2 0.288477053600088 0 0
142 3 0.209956926305539 1 0
143 0 0.493369342742286 0 0
143 1 0.449513332881198 1 0
143 2 0.406428354849068 0 0
143 3 0.364736824996436 1 0
144 0 0.43916563733543 1 0
144 1 0.340359527326152 0 0
144 2 0.253726365198663 1 0
144 3 0.18302594078291 0 0
145 0 0.523833175893921 1 0
145 1 0.393275284815709 1 0
145 2 0.276370798451455 1 0
145 3 0.183695791220497 0 0
146 0 0.541183152660589 1 0
146 1 0.436012026127688 1 0
146 2 0.336298606143125 0 0
146 3 0.249308699581037 0 0
147 0 0.483945167106696 0 0
147 1 0.404776087110951 0 0
147 2 0.330269630206019 0 0
147 3 0.26340838146237 0 0
148 0 0.584709012866039 0 0
148 1 0.50461497568907 0 0
148 2 0.424283373204205 1 0
148 3 0.347762623027939 0 0
149 0 0.482102331367848 0 0
149 1 0.392564574111105 1 0
149 2 0.309711504212397 1 0
149 3 0.237507776457916 0 0
150 0 0.489696130311616 0 0
150 1 0.433657436610018 1 0
150 2 0.379265460347915 0 0
150 3 0.327747604374965 1 0
151 0 0.521935662786539 1 0
151 1 0.495364534205067 0 0
151 2 0.468819564129704 0 0
151 3 0.442449881784834 1 0
152 0 0.585386996072719 0 0
152 1 0.48056752316262 1 0
152 2 0.377431220960844 0 0
152 3 0.284313965849026 0 0
153 0 0.557418771110738 0 0
153 1 0.461345140645829 1 0
153 2 0.368059658190734 0 0
153 3 0.283702116098204 0 0
154 0 0.480878719873718 0 0
154 1 0.418535826464872 0 0
154 2 0.358690726947199 1 0
154 3 0.302944435331723 1 0
155 0 0.508670145684 0 0
155 1 0.412346234402901 0 0
155 2 0.322297537390914 1 0
155 3 0.243756833953456 0 0
156 0 0.538836098177754 1 0
156 1 0.450940883802611 0 0
156 2 0.366004170155546 0 0
156 3 0.288654980303043 1 0
157 0 0.49168124823487 0 0
157 1 0.362153888975617 1 0
157 2 0.24996901257187 0 0
157 3 0.163621243329462 0 0
158 0 0.571446632658575 1 0
158 1 0.419615108178342 0 0
158 2 0.281615345586898 0 0
158 3 0.175292543515759 0 0
159 0 0.533653370820357 1 0
159 1 0.450051348562812 0 0
159 2 0.369178244088819 0 0
159 3 0.29504120876062 1 0
160 0 0.488946958582636 0 0
160 1 0.40149238557508 1 0
160 2 0.319888993651602 0 0
160 3 0.247998933159567 1 0
161 0 0.558076369946132 0 0
161 1 0.45972684466086 0 0
161 2 0.364417098176697 0 0
161 3 0.278674805531497 1 0
162 0 0.517276637112512 1 0
162 1 0.422259165442269 0 0
162 2 0.332667191902339 0 0
162 3 0.253735726698321 0 0
163 0 0.608090012635551 1 0
163 1 0.522625548973298 1 0
163 2 0.435815425576246 1 0
163 3 0.352769111313942 1 0
164 0 0.451647252189458 1 0
164 1 0.35224823464 1 0
164 2 0.264185704146603 1 0
164 3 0.191625952147777 1 0
165 0 0.486031139046664 1 0
165 1 0.387078451148024 0 0
165 2 0.296644264108749 0 0
165 3 0.219762883780362 0 0
166 0 0.504809312612253 1 0
166 1 0.425345981652615 1 0
166 2 0.349561253239457 0 0
166 3 0.280683973920862 0 0
167 0 0.412932775640619 1 0
167 1 0.335039565455411 1 0
167 2 0.265202104355527 0 0
167 3 0.205424787072894 0 0
168 0 0.498249195509715 1 0
168 1 0.435898251419936 0 0
168 2 0.375510439880511 0 0
168 3 0.318761153841097 1 0
169 0 0.584958895718396 0 0
169 1 0.51534676878784 1 0
169 2 0.445133997649635 0 0
169 3 0.377045186341708 0 0
170 0 0.589944544434843 1 0
170 1 0.480841097675977 1 0
170 2 0.373534711724523 1 0
170 3 0.277380676951895 0 0
171 0 0.542201260419762 1 0
171 1 0.437143623990387 1 0
171 2 0.337437856880657 0 0
171 3 0.250358108630993 0 0
172 0 0.440358061092799 1 0
172 1 0.398011593325396 0 0
172 2 0.357138626133788 1 0
172 3 0.318244066176008 0 0
173 0 0.507711288547632 0 0
173 1 0.400830162362758 1 0
173 2 0.302617969998115 0 0
173 3 0.219648302029145 1 0
174 0 0.425886974594583 1 0
174 1 0.350844509650157 0 0
174 2 0.282517920464183 0 0
174 3 0.222928229707024 0 0
175 0 0.466646278879537 0 0
175 1 0.365549562696369 1 0
175 2 0.275059670562437 0 0
175 3 0.199911867572449 0 0
176 0 0.586545877935262 1 0
176 1 0.517023912036406 0 0
176 2 0.44683662147033 0 0
176 3 0.378706353043786 1 0
177 0 0.502146366180465 0 0
177 1 0.402953471657341 0 0
177 2 0.311110353171518 0 0
177 3 0.232064057901933 0 0
178 0 0.567579017997913 1 0
178 1 0.527791619274104 1 0
178 2 0.487648007640194 1 0
178 3 0.447663106118845 0 0
179 0 0.553022493693715 0 0
179 1 0.486414267422026 0 0
179 2 0.420285128319149 0 0
179 3 0.356898821181001 0 0
180 0 0.490219628316297 1 0
180 1 0.393510597700951 0 0
180 2 0.304484729005838 0 0
180 3 0.228027126980801 0 0
181 0 0.562032181275589 0 0
181 1 0.518427890130262 0 0
181 2 0.47454109863663 1 0
181 3 0.431044114513602 0 0
182 0 0.48012665781487 0 0
182 1 0.418637758813843 0 0
182 2 0.359576944488654 0 0
182 3 0.304484405832337 0 0
183 0 0.487777638246463 1 0
183 1 0.408271800916249 0 0
183 2 0.333292849899 1 0
183 3 0.265896196158634 1 0
184 0 0.528096989490814 1 0
184 1 0.408252044030087 1 0
184 2 0.298406276757981 1 0
184 3 0.207740196644989 0 0
185 0 0.518706113206353 1 0
185 1 0.438940134878108 1 0
185 2 0.362209163789014 0 0
185 3 0.291912720334715 1 0
186 0 0.567379923303704 1 0
186 1 0.484061342297252 1 0
186 2 0.401619505275025 1 0
186 3 0.32439051311556 0 0
187 0 0.533973932726559 1 0
187 1 0.448719397401746 1 0
187 2 0.366375475964925 0 0
187 3 0.29116152515109 0 0
188 0 0.466073623348281 0 0
188 1 0.4005330699145 1 0
188 2 0.338368189019775 1 0
188 3 0.281323770651405 0 0
189 0 0.459844530917809 1 0
189 1 0.345806244758089 1 0
189 2 0.247110786232055 0 0
189 3 0.16929419355089 0 0
190 0 0.472440069789823 1 0
190 1 0.363572650739919 0 0
190 2 0.267091280461701 0 0
190 3 0.188624873225598 0 0
191 0 0.400152515870038 0 0
191 1 0.327435002269375 0 0
191 2 0.262156766379089 0 0
191 3 0.205908265175666 0 0
192 0 0.531551232064554 1 0
192 1 0.440526219583217 1 0
192 2 0.353331694213654 1 0
192 3 0.274915229473967 0 0
193 0 0.513817222528916 0 0
193 1 0.448442373621161 1 0
193 2 0.3848020026306 0 0
193 3 0.324873469833561 0 0
194 0 0.532896451369245 1 0
194 1 0.442891553902494 0 0
194 2 0.356486618222718 0 0
194 3 0.278511465009335 1 0
195 0 0.479905010863732 1 0
195 1 0.386931677120657 0 0
195 2 0.301527785105531 0 0
195 3 0.227964923995263 0 0
196 0 0.585044641316536 1 0
196 1 0.490859736390853 1 0
196 2 0.397319259974376 0 0
196 3 0.3107254801299 0 0
197 0 0.485514223234414 0 0
197 1 0.4125952940607 0 0
197 2 0.343319895599982 0 0
197 3 0.280128993112154 0 0
198 0 0.5237417544333 1 0
198 1 0.393859328848996 0 0
198 2 0.277424108216909 0 0
198 3 0.184909624366167 0 0
199 0 0.461393998185194 1 0
199 1 0.377195708403406 0 0
199 2 0.299809676053104 0 0
199 3 0.232376495807108 1 0
200 0 0.452545772557792 0 0
200 1 0.369549879165655 0 0
200 2 0.293611750536132 1 0
200 3 0.227643561299595 0 0
201 0 0.489598913951376 0 0
201 1 0.410135505000465 0 0
201 2 0.335101678572114 0 0
201 3 0.267568342995177 0 0
202 0 0.489581277970125 0 0
202 1 0.454762962712408 0 0
202 2 0.420381451277945 0 0
202 3 0.38675548116202 1 0
203 0 0.50951298761971 1 0
203 1 0.394323319410562 1 0
203 2 0.289789458616642 0 0
203 3 0.20364958954719 0 0
204 0 0.538117893026054 1 0
204 1 0.434110614624543 0 0
204 2 0.335599533549159 0 0
204 3 0.249583709735147 0 0
205 0 0.625998702860115 0 0
205 1 0.567372153489103 1 0
205 2 0.506796104218168 1 0
205 3 0.446019854472396 0 0
206 0 0.572872317176895 1 0
206 1 0.437916187715923 0 0
206 2 0.311562038066845 0 0
206 3 0.208163676815366 0 0
207 0 0.540391249140421 1 0
207 1 0.42132236675979 0 0
207 2 0.310750619431835 1 0
207 3 0.218252772038191 0 0
208 0 0.448770328185541 0 0
208 1 0.332859184008887 0 0
208 2 0.234168198081676 0 0
208 3 0.157816598835917 0 0
209 0 0.607725516528629 1 0
209 1 0.507954590386015 0 0
209 2 0.40754599918489 0 0
209 3 0.314306976519245 0 0
210 0 0.500216281837389 0 0
210 1 0.448146588930968 0 0
210 2 0.397189531386363 1 0
210 3 0.348368940543567 1 0
211 0 0.383839525415645 1 0
211 1 0.300854958089366 0 0
211 2 0.229139400455305 0 0
211 3 0.170353494016254 0 0
212 0 0.511555956440205 0 0
212 1 0.416048283830578 1 0
212 2 0.326454268643725 0 0
212 3 0.247961307233015 0 0
213 0 0.374057452468283 0 0
213 1 0.293907145924324 0 0
213 2 0.224763999712828 1 0
213 3 0.168016528950629 1 0
214 0 0.504561037395754 1 0
214 1 0.416598223059215 0 0
214 2 0.333643370987893 1 0
214 3 0.259849518456113 0 0
215 0 0.510023587948227 1 0
215 1 0.38955751788489 1 0
215 2 0.281214588158791 1 0
215 3 0.193454636319678 0 0
216 0 0.554214127466876 0 0
216 1 0.441846249897923 1 0
216 2 0.335133484869645 0 0
216 3 0.242974164728332 0 0
217 0 0.474819151521611 0 0
217 1 0.379721330085204 1 0
217 2 0.293042328922186 1 0
217 3 0.219158623341109 0 0
218 0 0.564205298113194 1 0
218 1 0.521390877833273 1 0
218 2 0.478259869970404 0 0
218 3 0.435450599386218 0 0
219 0 0.507548096195798 1 0
219 1 0.388877329339961 0 0
