id,alpha,delta,ka,V,CL,p3,delta.y1,delta.y2,occ,index
25,69.475944050855,1.05248913355886,1.45062610967905,10.7785121285892,2.67438684349397,0.345405276254172,0.697099345768976,-0.0686431153171537,1,25.1
25,107.365552858974,1.0213330723312,1.45062610967905,10.7785121285892,2.59287884132458,0.345405276254172,0.697099345768976,-0.0686431153171537,2,25.2
26,127.157501763044,0.993200176062551,0.978794811896983,11.4172125514574,3.05131459146524,0.2173293800133,0.968768598193711,-0.0593126703981546,1,26.1
27,123.489355928495,0.793611183916052,1.28396268347131,10.0883834493711,1.95067775193647,0.256679733866474,0.828564008221453,-0.0725905430273552,1,27.1
28,65.301256253172,0.898071999741949,1.13726405959302,13.577775128052,3.56193609367771,0.221439401202192,0.83840872170848,-0.0796878212880098,1,28.1
29,75.0352789287131,1.02266384842785,1.23745512532789,9.3905563555844,1.88000069314914,0.490176799052635,0.811234416366178,-0.0798890397027247,1,29.1
29,111.851177472116,0.90516876494337,1.23745512532789,9.3905563555844,2.26699078163709,0.283067185121491,0.811234416366178,-0.0798890397027247,2,29.2
29,144.437253010077,0.953874112744509,1.23745512532789,9.3905563555844,1.57672364240331,0.490176799052635,0.811234416366178,-0.0798890397027247,3,29.3
30,111.573690113452,0.463434796897009,1.2196594007288,6.37081759870372,1.64524258590435,0.172316510325071,0.969316202326625,-0.0647597508648592,1,30.1
30,128.257342801744,0.532233653063217,1.2196594007288,6.37081759870372,1.41531281804384,0.336418030894546,0.969316202326625,-0.0647597508648592,2,30.2
30,147.41775431202,0.527034370166876,1.2196594007288,6.37081759870372,1.42922004099471,0.336418030894546,0.969316202326625,-0.0647597508648592,3,30.3
31,76.8067703874975,0.742505867827957,0.776107529393124,9.59556775589679,1.82974231306742,0.390003415691867,0.841917614820638,-0.0750253164836734,1,31.1
31,103.536981629304,0.580150076116349,0.776107529393124,9.59556775589679,1.4233235038377,0.390003415691867,0.841917614820638,-0.0750253164836734,2,31.2
32,81.2145670283792,0.905696372122609,0.879108380478952,11.2342593310031,2.74017787565494,0.352675838626522,0.894214282087584,-0.0692591397765482,1,32.1
32,113.819636424793,1.00242524652338,0.879108380478952,11.2342593310031,3.39797446789701,0.352675838626522,0.894214282087584,-0.0692591397765482,2,32.2
32,149.906945299635,0.974396933929569,0.879108380478952,11.2342593310031,2.92034333212298,0.352675838626522,0.894214282087584,-0.0692591397765482,3,32.3
33,70.683077071493,1.37958504827352,0.921925237829314,11.7809324456492,3.31736065857626,0.26399672700009,0.783924404561732,-0.0632922738823672,1,33.1
34,112.59397983646,0.731614782725059,1.02010052356015,11.7552682978965,2.94636900990279,0.175766441112882,0.77498518558218,-0.0689850435572941,1,34.1
35,71.1145368573184,0.891073098778398,0.948170050438291,11.1644586343852,2.2964348715251,0.288373257809033,0.928402284103957,-0.0644596977162502,1,35.1
36,59.7433890359044,0.662033985953001,1.03484699480499,10.1605339364117,1.21372040668476,0.390003415691867,0.89026889074697,-0.0694035456137863,1,36.1
36,83.5766125302124,0.664795855185157,1.03484699480499,10.1605339364117,1.86057864683382,0.207954775641353,0.89026889074697,-0.0694035456137863,2,36.2
36,107.509263316878,0.706213271694702,1.03484699480499,10.1605339364117,1.34666042192809,0.390003415691867,0.89026889074697,-0.0694035456137863,3,36.3
37,92.6027421149674,0.736561629463128,1.12033445913235,10.5414829047105,1.92353581333466,0.213610515654434,0.884634543822776,-0.0665658369474545,1,37.1
37,119.11896077564,0.646159276384227,1.12033445913235,10.5414829047105,1.62347669873268,0.213610515654434,0.884634543822776,-0.0665658369474545,2,37.2
37,142.380694725472,0.62845455680565,1.12033445913235,10.5414829047105,1.56933419151488,0.213610515654434,0.884634543822776,-0.0665658369474545,3,37.3
38,100.45370350697,0.947260457083817,1.24681908741002,13.7610337150413,2.20059551414974,0.358174109583249,0.767431160420626,-0.0676083180280551,1,38.1
38,134.555079961988,0.920079557916209,1.24681908741002,13.7610337150413,2.33192714676099,0.358174109583249,0.767431160420626,-0.0676083180280551,2,38.2
39,99.5331531019551,0.917989645000659,0.972953483898999,9.20213302187025,1.6124008893751,0.409194114767075,0.904496384710219,-0.0704146964680718,1,39.1
39,132.580780321979,1.12545607008904,0.972953483898999,9.20213302187025,2.23565437033042,0.409194114767075,0.904496384710219,-0.0704146964680718,2,39.2
39,173.097198845184,1.04575384248249,0.972953483898999,9.20213302187025,1.896553713157,0.409194114767075,0.904496384710219,-0.0704146964680718,3,39.3
40,94.2083429008745,1.35630579461855,1.28991913540906,10.6594722449742,3.30920870938894,0.280234671743524,0.865013627692016,-0.0636271581147893,1,40.1
41,42.8827628941607,0.688086692253921,1.22120683264191,18.95125743936,2.14297424404986,0.424751492407946,0.705142890256208,-0.0702473210065852,1,41.1
42,70.7448477952657,0.710483198219223,1.18646099372788,8.5269794147833,1.98123124407825,0.207954775641353,0.878107349038296,-0.0542497405970919,1,42.1
42,96.3222429311577,0.957842829433889,1.18646099372788,8.5269794147833,2.01075752551381,0.390003415691867,0.878107349038296,-0.0542497405970919,2,42.2
42,130.804584790778,0.715201287987115,1.18646099372788,8.5269794147833,1.93426032587812,0.207954775641353,0.878107349038296,-0.0542497405970919,3,42.3
43,100.153531408202,0.788280548165938,0.855646620048258,10.3963237528611,2.50829396201942,0.241348995784389,0.913375300805865,-0.0669399142994714,1,43.1
43,128.531631142175,0.740202043929871,0.855646620048258,10.3963237528611,2.30658765662304,0.241348995784389,0.913375300805865,-0.0669399142994714,2,43.2
43,155.178904723651,0.74289203424974,0.855646620048258,10.3963237528611,1.83694011719016,0.4365199475493,0.913375300805865,-0.0669399142994714,3,43.3
44,64.5205269884093,0.975044819055128,0.76798302295267,19.1523987979239,2.91980328787433,0.325787973213662,0.775514503470759,-0.0796124427909018,1,44.1
44,99.6221404743939,1.12148300294894,0.76798302295267,19.1523987979239,3.48913789989573,0.325787973213662,0.775514503470759,-0.0796124427909018,2,44.2
44,139.995528580556,1.21050879327041,0.76798302295267,19.1523987979239,3.25664496021252,0.325787973213662,0.775514503470759,-0.0796124427909018,3,44.3
45,95.2927702122264,0.650591536434341,1.18451859725067,8.75164349557411,2.33135049776676,0.225954350537393,1.01014169974067,-0.0629932959917554,1,45.1
45,118.714065523863,0.696087744578645,1.18451859725067,8.75164349557411,2.08162043405104,0.225954350537393,1.01014169974067,-0.0629932959917554,2,45.2
45,143.773224328694,0.690925117784326,1.18451859725067,8.75164349557411,1.91242590511489,0.225954350537393,1.01014169974067,-0.0629932959917554,3,45.3
46,76.3468028777376,0.878694369657881,0.562071371594916,7.94173139292465,1.65931600957896,0.403404906318196,0.97209021149662,-0.0685830003389581,1,46.1
46,107.979800185421,0.874503086038821,0.562071371594916,7.94173139292465,1.77556456623077,0.403404906318196,0.97209021149662,-0.0685830003389581,2,46.2
46,139.461911282819,0.885597000518661,0.562071371594916,7.94173139292465,1.51662513213038,0.403404906318196,0.97209021149662,-0.0685830003389581,3,46.3
47,96.4676821805408,0.800581715318396,1.15362813955024,13.3546167299759,1.68451582558127,0.508174806384295,0.929460703557367,-0.0830351450834189,1,47.1
47,125.288623932003,0.678913571067421,1.15362813955024,13.3546167299759,2.30459896607417,0.297904209046802,0.929460703557367,-0.0830351450834189,2,47.2
48,79.4800546763329,0.701891527769769,0.939547009041608,9.18959271243863,2.29030155224883,0.313609557254408,0.801246534634172,-0.0636463697092547,1,48.1
49,51.7893697590347,0.723950735521939,0.967614015353375,12.9454683546287,1.93485500719151,0.502175521174366,0.915667821885452,-0.0660654671606378,1,49.1
50,95.5511430277129,0.818696421548205,0.962660434410657,16.5104845317254,4.07306767539449,0.213274745961663,1.03232674393809,-0.0658588617695289,1,50.1
50,125.024214203448,0.708145210157097,0.962660434410657,16.5104845317254,2.60849533436867,0.397642476541789,1.03232674393809,-0.0658588617695289,2,50.2
51,85.7431474329925,0.990292346392821,1.51252278081,11.986367161743,2.7922690379584,0.367420749923028,0.859204758659347,-0.0725707728961,1,51.1
52,73.3332484996046,0.704512663333665,0.74736314180964,13.3284844305765,1.7447401056446,0.418898240234604,0.885715490862784,-0.0578263709515338,1,52.1
53,104.218130454871,0.919474062924194,0.8532938595415,12.5974269630957,2.97922859592517,0.401481048157822,0.894062159437506,-0.0731724677353707,1,53.1
53,137.319196720142,1.09041539463557,0.8532938595415,12.5974269630957,3.08448581297637,0.401481048157822,0.894062159437506,-0.0731724677353707,2,53.2
54,76.2469385550832,0.852841121531274,0.947147038079564,13.9104145189412,2.05577762641829,0.413067728740778,0.819089986467205,-0.0607284635439002,1,54.1
55,86.0802629353475,0.770915421531915,0.922572905452923,8.09642610380924,2.66584407895438,0.157984983586214,0.798161927175198,-0.0580947996381736,1,55.1
55,113.833218110496,0.757108046740811,0.922572905452923,8.09642610380924,1.92574301909026,0.313609557254408,0.798161927175198,-0.0580947996381736,2,55.2
55,141.089107793166,0.807970440403279,0.922572905452923,8.09642610380924,1.81662823863082,0.313609557254408,0.798161927175198,-0.0580947996381736,3,55.3
56,64.9048211704214,0.768344924773071,1.05601930445518,8.11278350615079,3.41667031164125,0.211935516003043,0.811764681567016,-0.0689054342435745,1,56.1
56,92.5652384622519,1.07027254528251,1.05601930445518,8.11278350615079,2.49886801536645,0.395727871048089,0.811764681567016,-0.0689054342435745,2,56.2
56,131.095050092422,1.09832032010304,1.05601930445518,8.11278350615079,2.9874338720189,0.395727871048089,0.811764681567016,-0.0689054342435745,3,56.3
57,50.7047753101404,0.759711722063424,0.905046834442705,6.6326122008425,2.1870328460012,0.448360326001659,0.878782314958968,-0.0610542108985047,1,57.1
57,78.0543973044237,0.72947683748927,0.905046834442705,6.6326122008425,1.88780733675255,0.448360326001659,0.878782314958968,-0.0610542108985047,2,57.2
58,90.4090911083677,0.866360480579028,0.908890380706361,11.5824922706136,2.76301367185589,0.20144332584698,0.919602089559356,-0.0790583608991231,1,58.1
59,90.3999006201431,0.653170204435018,0.63725122339763,13.5128530687552,1.60115795910007,0.336418030894546,0.862862642958662,-0.0746784904804758,1,59.1
59,113.914027979804,0.787340541210513,0.63725122339763,13.5128530687552,1.73900083320163,0.336418030894546,0.862862642958662,-0.0746784904804758,2,59.2
60,119.282461686033,0.753236687068261,0.753049544651102,14.6008680204709,2.97089348173496,0.243184725199419,0.866909051209589,-0.0736642366028168,1,60.1
61,91.834332292892,1.04159316786569,0.951100667292634,12.9694261000809,2.82828467012535,0.288373257809033,0.734336914941456,-0.0633724906219074,1,61.1
61,129.331686336057,0.942787220955117,0.951100667292634,12.9694261000809,3.47888040979474,0.142668871907467,0.734336914941456,-0.0633724906219074,2,61.2
61,163.272026290441,0.947593073641618,0.951100667292634,12.9694261000809,3.24823235467782,0.142668871907467,0.734336914941456,-0.0633724906219074,3,61.3
62,98.5377103084139,0.713025623415522,1.06139919768213,15.7391260013079,2.36210128357212,0.217669766975818,0.82365040885813,-0.0512458346707246,1,62.1
62,124.206632751373,0.759313471947515,1.06139919768213,15.7391260013079,2.51702883024596,0.217669766975818,0.82365040885813,-0.0512458346707246,2,62.2
62,151.541917741483,0.619438133701586,1.06139919768213,15.7391260013079,2.01652983049463,0.217669766975818,0.82365040885813,-0.0512458346707246,3,62.3
63,71.8984312661487,0.76822115299609,0.859269219916926,11.5786979432667,1.77743262779034,0.303370714377742,0.839787007711233,-0.0786884553358144,1,63.1
63,99.5543927740079,0.950335394306479,0.859269219916926,11.5786979432667,2.64911667478493,0.151704066566699,0.839787007711233,-0.0786884553358144,2,63.2
63,133.766466969041,0.701647990705332,0.859269219916926,11.5786979432667,1.93864695584299,0.303370714377742,0.839787007711233,-0.0786884553358144,3,63.3
64,57.8020079421223,0.620779764230455,0.978463643473062,12.0608860062678,2.37368462369151,0.31879872772786,0.850788762639865,-0.0656660008074302,1,64.1
64,80.1500794544187,0.519665042302258,0.978463643473062,12.0608860062678,3.27957935980896,0.161203868332433,0.850788762639865,-0.0656660008074302,2,64.2
64,98.8580209773,0.628426212090867,0.978463643473062,12.0608860062678,2.47591822919372,0.31879872772786,0.850788762639865,-0.0656660008074302,3,64.3
65,126.711400297516,0.719939624076798,1.20441238187879,10.4331136180327,2.55485763079316,0.363709936836577,0.80119060243727,-0.0551913373784673,1,65.1
66,96.4844622164952,0.766864756881352,0.777746691770931,8.44682303117619,1.82353230594674,0.336418030894546,0.880096317332854,-0.072603049187011,1,66.1
67,95.8722916187692,0.989477096801318,0.759237431449027,10.0683504977303,3.93845337279918,0.190109649504696,0.880848527706915,-0.0754339996039434,1,67.1
67,131.493467103617,0.894885351292139,0.759237431449027,10.0683504977303,2.78911910739106,0.363709936836577,0.880848527706915,-0.0754339996039434,2,67.2
67,163.709339750134,0.889772125896304,0.759237431449027,10.0683504977303,2.37057928495362,0.363709936836577,0.880848527706915,-0.0754339996039434,3,67.3
68,133.569385411187,0.726269658449925,1.19865584589093,8.53350808770532,2.67472597776286,0.265944331732324,0.860233219012483,-0.0643436665702411,1,68.1
68,159.715093115384,0.853133361129067,1.19865584589093,8.53350808770532,2.85842239407347,0.265944331732324,0.860233219012483,-0.0643436665702411,2,68.2
69,79.2171814909427,0.734866071571637,1.06465502457494,8.82991883798893,2.41667599410675,0.334634446989253,0.749776774232502,-0.0747152017735145,1,69.1
70,63.8356852478448,0.770750074270099,1.01482942993835,8.42262408113783,3.05293035622333,0.350851633619582,0.791768311158857,-0.074713858291167,1,70.1
70,91.5826879215684,0.72539291372099,1.01482942993835,8.42262408113783,2.20455132938098,0.350851633619582,0.791768311158857,-0.074713858291167,2,70.2
71,110.575357928643,0.817495361800724,1.184875798898,14.972431986606,2.2157668193286,0.352675838626522,0.712436377452432,-0.0577307951000838,1,71.1
71,140.005190953469,1.11655117780082,1.184875798898,14.972431986606,2.96686972434036,0.352675838626522,0.712436377452432,-0.0577307951000838,2,71.2
71,180.201033354299,0.922569707433278,1.184875798898,14.972431986606,2.28507039563569,0.352675838626522,0.712436377452432,-0.0577307951000838,3,71.3
72,66.4772320319968,0.656092470995116,1.16400212365495,12.1340272735144,1.68006493337424,0.401481048157822,0.835291418943158,-0.0667118829823866,1,72.1
72,90.096560987821,0.623816170726768,1.16400212365495,12.1340272735144,2.25478514739943,0.215971678947211,0.835291418943158,-0.0667118829823866,2,72.2
73,122.073405284752,1.00693424111111,0.759663774081526,11.3422827493531,3.25462150274487,0.397642476541789,0.833418620328243,-0.058262903851906,1,73.1
73,158.323037964752,0.922303507414453,0.759663774081526,11.3422827493531,2.63810055076466,0.397642476541789,0.833418620328243,-0.058262903851906,2,73.2
74,117.123032594116,0.71076995429151,0.865989370706467,15.1601423889908,2.6568520664813,0.341796671634917,0.797513073929928,-0.0759224034272992,1,74.1
75,68.3308397618814,0.864858058363082,1.16240551062754,11.4667405747174,3.36211403088452,0.26868632306533,0.80275291940099,-0.0662504919401418,1,75.1
75,99.4657298629523,0.872805264839463,1.16240551062754,11.4667405747174,3.27406478755961,0.26868632306533,0.80275291940099,-0.0662504919401418,2,75.2
76,121.928157540303,0.805170607307706,0.781482060984076,12.68265497639,2.28170160964943,0.401481048157822,1.00683220767615,-0.0596460819478212,1,76.1
76,150.91429940338,0.836073728772346,0.781482060984076,12.68265497639,2.17335753033521,0.401481048157822,1.00683220767615,-0.0596460819478212,2,76.2
77,54.9326682143498,1.0009640966447,1.31781845110273,11.1287613043156,2.02385927717885,0.378646323684425,0.868726583124479,-0.0600735515364293,1,77.1
77,90.9673756935592,0.809590950554975,1.31781845110273,11.1287613043156,1.93223284543617,0.378646323684425,0.868726583124479,-0.0600735515364293,2,77.2
78,96.659355133626,0.486852810595993,1.16796478462451,7.36293871466698,1.29914844577179,0.496175609486342,0.853953753343774,-0.0713261242440123,1,78.1
78,114.186056315082,0.454493804128799,1.16796478462451,7.36293871466698,1.12546860056406,0.496175609486342,0.853953753343774,-0.0713261242440123,2,78.2
79,107.651678376196,0.965268353764004,1.20780902569941,6.83159674769532,2.63906776663729,0.15905210349155,0.837069840422295,-0.0731985889314667,1,79.1
79,142.4013391117,0.85980795958522,1.20780902569941,6.83159674769532,2.71065145147428,0.15905210349155,0.837069840422295,-0.0731985889314667,2,79.2
79,173.354425656768,0.788044982781119,1.20780902569941,6.83159674769532,2.63009276941329,0.15905210349155,0.837069840422295,-0.0731985889314667,3,79.3
80,129.794462864251,0.957056445618819,1.20946103340499,10.455320666495,1.82411815920622,0.380530328966102,0.834337616439149,-0.0534448598266713,1,80.1
80,164.248494906528,0.875308271584178,1.20946103340499,10.455320666495,1.92722836293778,0.380530328966102,0.834337616439149,-0.0534448598266713,2,80.2
80,195.759592683559,0.965610045212909,1.20946103340499,10.455320666495,2.68515807188717,0.20144332584698,0.834337616439149,-0.0534448598266713,3,80.3
81,115.183596400187,1.04546162989783,0.666578271015034,10.8703879637579,3.36355619016295,0.143650187630192,0.748333459431186,-0.059359475367464,1,81.1
81,152.820215076509,0.800462858775192,0.666578271015034,10.8703879637579,1.85093128817317,0.290017746156047,0.748333459431186,-0.059359475367464,2,81.2
82,66.5875634731435,0.914341529529713,1.17307795178038,10.2625888811491,1.89519160119095,0.350851633619582,0.919503571701714,-0.0588193071598401,1,82.1
83,64.096145274008,0.491475731814936,0.765451673388023,9.6350721311222,1.87113883620774,0.287963003343438,0.861525306370009,-0.0637172665241771,1,83.1
84,73.9398529540302,1.00272086451756,0.778634507099663,12.8264881558543,4.60381846154659,0.204029446933098,0.944348310023341,-0.0710375173643591,1,84.1
84,110.037804076662,0.918301741866608,0.778634507099663,12.8264881558543,2.58416822550745,0.384309103499044,0.944348310023341,-0.0710375173643591,2,84.2
84,143.09666678386,0.815247040870724,0.778634507099663,12.8264881558543,3.27845866467986,0.204029446933098,0.944348310023341,-0.0710375173643591,3,84.3
85,61.094765671151,0.926177095209054,1.08382663942114,18.2329691733295,2.92081961296205,0.331081455721889,0.831949914189502,-0.0717366654193221,1,85.1
85,94.437141098677,1.0057584948206,1.08382663942114,18.2329691733295,3.07048054893407,0.331081455721889,0.831949914189502,-0.0717366654193221,2,85.2
85,130.644446912219,0.976097036698392,1.08382663942114,18.2329691733295,2.64690451004267,0.331081455721889,0.831949914189502,-0.0717366654193221,3,85.3
86,105.09387935177,0.779481732832429,1.02775144278974,8.41890469713146,2.16962850853459,0.310175733374608,0.754731880195026,-0.0656411668135494,1,86.1
87,84.6365644678944,0.882493049442354,0.988429947279418,11.7028641592302,3.97047702302524,0.121607182407747,0.85259500200799,-0.0697189985811414,1,87.1
87,116.406314247819,0.810829691170556,0.988429947279418,11.7028641592302,2.79619120027795,0.252127450328067,0.85259500200799,-0.0697189985811414,2,87.2
88,69.2968813844776,0.838159736547107,1.27414988822671,9.53418181197126,4.01356095154923,0.124194205105507,0.908968104419078,-0.0685826557982229,1,88.1
88,99.4706319001734,0.941515764780805,1.27414988822671,9.53418181197126,4.22735906614575,0.124194205105507,0.908968104419078,-0.0685826557982229,2,88.2
89,75.5741742525104,1.09080223798979,0.974718349933584,14.1261197053418,3.40742709262617,0.209606682058585,0.863745861706238,-0.0700384317778135,1,89.1
90,58.2037697599337,0.72342616800302,1.28887210678535,6.91604405656195,1.34981471346359,0.345405276254172,0.832230890594532,-0.0725302748653679,1,90.1
90,84.2471118080425,0.734591794465194,1.28887210678535,6.91604405656195,1.32541329187413,0.345405276254172,0.832230890594532,-0.0725302748653679,2,90.2
91,39.9451096631874,0.758645281987873,0.698781337057951,12.2613237089346,1.56162165550888,0.418898240234604,0.735199300636584,-0.0622007704902544,1,91.1
92,83.1654050887347,0.833504763690303,1.1300524871561,9.93382211345942,3.15025654114401,0.102541631107405,0.772913415036626,-0.059251729095382,1,92.1
93,112.336032276736,0.715089158601452,1.01151999389399,11.0793219545554,4.7910932810855,0.102541631107405,1.00999054710592,-0.0673549770973973,1,93.1
94,59.6798949578452,0.706060714166104,0.99124898107124,17.9964729910927,2.22097004737339,0.508174806384295,0.871822947955465,-0.0663294255926236,1,94.1
94,85.0980806678249,0.58546600510841,0.99124898107124,17.9964729910927,1.81141570660428,0.508174806384295,0.871822947955465,-0.0663294255926236,2,94.2
94,106.174856851728,0.757976422716132,0.99124898107124,17.9964729910927,2.04667994194167,0.508174806384295,0.871822947955465,-0.0663294255926236,3,94.3
95,95.8355178205145,0.788560341050372,0.771377407081508,9.96770388042007,2.49256057881953,0.179270482369924,0.746544898874407,-0.0735680719963459,1,95.1
95,124.223690098328,0.717674243933432,0.771377407081508,9.96770388042007,1.93055596289384,0.347216310176766,0.746544898874407,-0.0735680719963459,2,95.2
96,88.3784069539198,1.10374391948049,0.963892616078329,10.9929988918874,3.6707150386769,0.179270482369924,0.996827568565846,-0.065652664476327,1,96.1
97,54.0203402335408,0.899049450451917,0.780677103503948,8.47330450204454,2.03464338966338,0.430625923340347,0.905952505548335,-0.0711221888916134,1,97.1
98,84.4695068810692,0.75699120659225,0.879069284770172,10.1030573496146,2.56916465153127,0.132239869736594,0.757120716864749,-0.0633584457884678,1,98.1
