rep,id,Te
5,19,41.7698946283067
6,19,40.6887539013038
7,19,54.425208771239
8,19,44.1145743750125
9,19,42.8861280234309
10,19,52.2096184065867
1,20,33.5106524049477
2,20,36.0447941586369
3,20,29.4892533546291
4,20,55.6129684439869
5,20,38.6263671534352
6,20,52.1237828190637
7,20,57.9638507326337
8,20,47.4245860703985
9,20,33.6318611831462
10,20,45.7634538005213
1,21,36.7141597537433
2,21,36.7437695340823
3,21,47.2845721145915
4,21,38.2295389094591
5,21,39.2921013256002
6,21,40.3746098599073
7,21,26.2065632902507
8,21,50.1713001567991
9,21,39.9844184218938
10,21,47.7406796011658
1,22,41.6006738099982
2,22,34.191418714805
3,22,52.5099260698434
4,22,38.5726205082968
5,22,50.8294619346282
6,22,56.2257580893892
7,22,39.8999959089625
8,22,80.2502260741347
9,22,46.6685443033061
10,22,46.4906683487563
1,23,46.7270503066812
2,23,41.1981218639293
3,23,60.0959073848787
4,23,50.2569785932617
5,23,45.846817233986
6,23,51.7583467177411
7,23,53.7839359628834
8,23,72.4841815313537
9,23,42.8871919877187
10,23,47.2633449797406
1,24,38.1469417992897
2,24,63.0586880583787
3,24,69.5023380534555
4,24,33.0027035195468
5,24,26.3110738257182
6,24,52.0168563923789
7,24,43.079983929923
8,24,53.6040244497833
9,24,35.8927670871958
10,24,33.3651034611152
1,25,46.9429751462225
2,25,44.1865954343092
3,25,62.3462146154141
4,25,43.3377306040232
5,25,32.3279818598838
6,25,37.3002039573486
7,25,38.6188473332129
8,25,40.4734459878464
9,25,32.5719707457475
10,25,40.5001814908143
1,26,62.7944260218837
2,26,36.682061210333
3,26,35.3857727482675
4,26,32.1746835130617
5,26,46.3378183485724
6,26,62.0023594023445
7,26,42.8962265439297
8,26,55.1907411714692
9,26,50.9281920333414
10,26,40.8788149551286
1,27,27.8191529870166
2,27,36.4378204958682
3,27,33.1596253514655
4,27,38.2535578629838
5,27,46.1510131962245
6,27,31.0538955079268
7,27,50.1955327359094
8,27,41.2757226396832
9,27,36.7977035649254
10,27,49.3765189657233
1,28,51.5684902600773
2,28,42.6184570982936
3,28,47.5985289496638
4,28,48.3982430791785
5,28,28.8258147549901
6,28,39.2329291357946
7,28,85.5687666004061
8,28,29.437133017947
9,28,59.6126655897579
10,28,34.8953968282302
1,29,38.3659651815202
2,29,72.3792319768004
3,29,36.8597564402279
4,29,78.1843567295149
5,29,45.0448322556065
6,29,38.6702834407688
7,29,56.5975892569451
8,29,58.8071038688056
9,29,48.2374178403115
10,29,36.7975302351922
1,30,35.3394489679744
2,30,48.8779147650519
3,30,45.7431497363817
4,30,48.167057176794
5,30,50.6324271714101
6,30,43.5026320320409
7,30,33.6617816535159
8,30,30.2936943902095
9,30,50.3547911287951
10,30,52.0321749960406
1,31,52.000094553187
2,31,37.4066377127326
3,31,69.2799260106996
4,31,40.8269905831566
5,31,29.0752548021505
6,31,54.1880355737674
7,31,56.7709453740756
8,31,39.0737615079163
9,31,41.8631581498031
10,31,62.4611166502158
1,32,43.939199073503
2,32,45.2829649031869
3,32,37.7248128973433
4,32,46.2549157880523
5,32,43.8171067209435
6,32,45.6395242828591
7,32,50.4268378812714
8,32,26.3838737921627
9,32,22.7773010082916
10,32,36.4036575407248
1,33,41.3229489789256
2,33,20.5576837732967
3,33,36.9667066110233
4,33,40.9436467931855
5,33,33.9081732707956
6,33,35.9047616879389
7,33,31.5639646965098
8,33,34.3702150632699
9,33,33.127849049886
10,33,40.2071863234526
1,34,47.4921057749446
2,34,52.4958411569517
3,34,56.1906914178699
4,34,56.8741336885259
5,34,29.9388537820308
6,34,34.7377816425312
7,34,56.6808757675141
8,34,29.12546838691
9,34,42.2287892718267
10,34,66.1172106322609
1,35,48.8254585697478
2,35,31.6936895486166
3,35,27.3760508384766
4,35,38.0890714518084
5,35,29.2264048089611
6,35,31.9098061044455
7,35,30.638627236896
8,35,38.6161881683261
9,35,26.8579632561217
10,35,40.7197179777774
1,36,28.4763138119341
2,36,44.9906049249767
3,36,31.712316797002
4,36,33.3485667010813
5,36,37.6667339620216
6,36,28.6668840229249
7,36,42.2938655411334
8,36,45.5962110373364
9,36,31.8578207582148
10,36,34.628040262004
1,37,61.8714777927256
2,37,33.2948108223784
3,37,47.247829520445
4,37,40.5579311808899
5,37,46.8131953755534
6,37,32.7930861251536
7,37,49.9217181412241
8,37,60.7974403413622
9,37,43.3228796184971
10,37,62.0967815419
1,38,74.7777965914198
2,38,45.9097377739005
3,38,31.2087658829159
4,38,34.5810846805937
5,38,53.7280946220466
6,38,22.2958672635804
7,38,43.4633176942667
8,38,63.4835215206901
9,38,32.420403038375
10,38,37.8347701773261
1,39,52.2662783971583
2,39,47.1561448970051
3,39,42.5989148828411
4,39,38.7869165291122
5,39,43.5055465392895
6,39,40.0146541789438
7,39,30.674024293042
8,39,48.6309049631544
9,39,28.4466846820383
10,39,65.7905792268226
1,40,26.3097969656966
2,40,39.236313804975
3,40,45.9199485710602
4,40,44.0682542490731
5,40,35.70531943757
6,40,41.0213400976619
7,40,39.3095136014009
8,40,42.3922176277997
9,40,37.3699159765155
10,40,47.1163964931028
1,41,38.6597323112426
2,41,51.7619186149971
3,41,32.8908093083425
4,41,35.6377061871508
5,41,47.6882960176122
6,41,46.4618503918699
7,41,27.6406151334565
8,41,32.6131286310534
9,41,49.1147820636486
10,41,34.6600988286593
1,42,40.0114818625308
2,42,33.5564051651226
3,42,33.0163917066574
4,42,36.5366555698521
5,42,55.8161288194562
6,42,45.4444529977981
7,42,41.4428816598051
8,42,37.1064400032354
9,42,27.4169019170851
10,42,33.6820510116306
1,43,28.7862285394397
2,43,62.1515464887593
3,43,34.2102326163298
4,43,35.2364132893743
5,43,32.6355516345451
6,43,35.4568669387256
7,43,31.0149474352176
8,43,37.6253553874085
9,43,41.2298030736922
10,43,48.1538111271098
1,44,56.2280667437541
2,44,34.0610943596693
3,44,44.9969942416243
4,44,28.863284937671
5,44,44.0740511742522
6,44,38.8812549014301
7,44,32.3838306261776
8,44,31.9320961796491
9,44,29.5590950096724
10,44,68.5205885284499
1,45,63.546937853323
2,45,39.9876463964064
3,45,53.5981539960942
4,45,45.121514019735
5,45,41.189373799499
6,45,50.8577956592733
7,45,54.444648535548
8,45,34.8107423393616
9,45,62.5983057379628
10,45,39.4875735560473
1,46,24.8115941711497
2,46,35.9837489608611
3,46,66.5205402820502
4,46,36.964072097126
5,46,46.8718284017369
6,46,46.0435919396512
7,46,42.4627182883516
8,46,46.2224272247319
9,46,43.9669762154936
10,46,30.9232741072861
1,47,44.9110862659687
2,47,46.0876724772474
3,47,41.5695681100487
4,47,38.5437038841197
5,47,34.6456766122763
6,47,41.1006476695687
7,47,35.7825367360714
8,47,37.4958349336419
9,47,56.1756657584513
10,47,35.4534592930916
1,48,37.0497542487157
2,48,34.5497480504599
3,48,52.0051876658652
4,48,35.4006454452401
5,48,41.7729440166556
6,48,32.389247627526
7,48,38.3356906860342
8,48,49.5905751361159
9,48,32.1544522504868
10,48,32.6665099140547
1,49,30.6537710203583
2,49,58.2109089192468
3,49,34.2288461515661
4,49,38.9379343680462
5,49,44.2161346895051
6,49,42.100916075305
7,49,29.2804939161609
8,49,38.5037236222311
9,49,41.3573650940556
10,49,42.5671305852763
1,50,28.1827810368302
2,50,47.9190839065731
3,50,40.4073618791141
4,50,36.8524161310806
5,50,51.3993956865379
6,50,34.1391996893355
7,50,32.5364864721993
8,50,19.5243153779984
9,50,51.6349111493649
10,50,39.359140416785
1,51,56.5810771598041
2,51,79.8211725676094
3,51,52.878162095281
4,51,37.8145963111479
5,51,58.3234171986976
6,51,36.5096005257211
7,51,37.9623985121155
8,51,42.4116068109852
9,51,27.3676454447965
10,51,39.0671034116305
1,52,62.8695391189822
2,52,54.3141713317658
3,52,49.5520679369583
4,52,35.5039735050036
5,52,36.6280018071282
6,52,52.7135590220729
7,52,50.6204029046209
8,52,52.1592055243036
9,52,45.3667347735595
10,52,56.5070363254721
1,53,43.3065451708401
2,53,42.8276602982768
3,53,33.3523302850688
4,53,49.7403410345351
5,53,52.9695384785589
6,53,37.3217202714448
7,53,40.5749153504517
8,53,44.5242676822834
9,53,39.0689102896329
10,53,31.9460343641072
1,54,37.1185141406558
2,54,33.6185599230996
3,54,42.8879587411982
4,54,44.8995628484782
5,54,38.0232366359211
6,54,49.9183377804638
7,54,42.0175109701389
8,54,32.4405733616291
9,54,47.4441320771287
10,54,41.1864292275439
1,55,35.6032255891402
2,55,30.0462390147185
3,55,34.6249233311341
4,55,41.8632713148574
5,55,46.7690411599988
6,55,54.1433627256
7,55,29.1782064823192
8,55,42.2225162066531
9,55,40.0552757052746
10,55,27.6135177574206
1,56,36.8189046076947
2,56,46.6305076991847
3,56,41.5365456471844
4,56,46.430209301739
5,56,45.1380931602978
6,56,26.9235118336337
7,56,44.6774287053501
8,56,42.9488704503299
9,56,48.2435269550567
10,56,37.0750356638907
1,57,35.0845277770074
2,57,36.6597774841543
3,57,61.2518662831643
4,57,59.1351342664626
5,57,26.8484070612531
6,57,35.3219158137603
7,57,48.128418613576
8,57,40.9054682784877
9,57,31.4079009222603
10,57,53.1339174307807
1,58,35.3450641928077
2,58,52.1989737181955
3,58,34.1559986579838
4,58,49.4595770189272
5,58,36.8885484516379
6,58,45.1521050057753
7,58,39.4808185033461
8,58,51.7633291997535
9,58,46.1981517963557
10,58,41.4095175170368
1,59,52.3876117463568
2,59,31.0617401768918
3,59,39.006675817614
4,59,39.1971798520905
5,59,67.0460957878929
6,59,41.3507461614512
7,59,41.5644824422254
8,59,32.12295904311
9,59,35.5448741914864
10,59,52.4941296331105
1,60,50.8823461462388
2,60,31.6931082753949
3,60,43.7798158139484
4,60,49.6763945061658
5,60,61.3135677451984
6,60,46.6026449866785
7,60,46.4253917879161
8,60,29.5334497418263
9,60,37.1770034329083
10,60,42.2411002781611
1,61,38.384737498227
2,61,39.1282372264021
3,61,49.5369862538343
4,61,60.9857513744563
5,61,32.0658743594577
6,61,25.278733239066
7,61,32.762360004063
8,61,57.5026648445913
9,61,41.8435334079455
10,61,47.2223767236471
1,62,57.5728714349481
2,62,49.3191126719246
3,62,40.7498500553174
4,62,36.2656343688213
5,62,32.8847525807301
6,62,40.5457501292084
7,62,48.0654387428269
8,62,26.1010533604406
9,62,39.1352900660575
10,62,40.6590878380076
1,63,37.6527082320083
2,63,41.8629841883125
3,63,43.6305687028281
4,63,46.1266944585032
5,63,38.7955876011539
6,63,43.0560776744633
7,63,36.6646637406132
8,63,46.1870753669473
9,63,65.2011555216349
10,63,41.670038976589
1,64,49.1734819854914
2,64,38.9700529914274
3,64,72.2703807225992
4,64,33.4599296231331
5,64,52.6397002855778
6,64,39.8738316485247
7,64,32.2142125599242
8,64,44.0249404832683
9,64,44.2723963351967
10,64,74.153144529839
1,65,43.9242132764066
2,65,37.5556418230244
3,65,50.5043755387613
4,65,48.1689350698175
5,65,37.4887121394114
6,65,44.4239477974532
7,65,50.7941206716603
8,65,33.2617787600377
9,65,38.8962287359448
10,65,42.5022168043971
1,66,53.6300686677099
2,66,36.6132608241824
3,66,52.6747035272622
4,66,51.9282785267296
5,66,30.0026538800875
6,66,37.0769053620253
7,66,49.426925336933
8,66,37.1292007089125
9,66,64.560023740395
10,66,59.6674279564685
1,67,37.0591416095148
2,67,40.9412757439336
3,67,31.7550906288954
4,67,61.7731689211192
5,67,31.6082029886617
6,67,43.8903042172506
7,67,43.6232501677637
8,67,53.9431337215021
9,67,42.4973545115312
10,67,27.858605163202
1,68,37.0742033448161
2,68,55.4342443146435
3,68,40.4344693495071
4,68,42.372507235219
5,68,35.5127317210224
6,68,45.1334687474801
7,68,33.1425680336136
8,68,24.0400452447434
9,68,33.1152469226024
10,68,31.907781148756
1,69,35.5192007686239
2,69,58.0751891545834
3,69,50.7303843715249
4,69,43.2608356983164
5,69,55.0543581022282
6,69,29.8387430268879
7,69,49.9614349574242
8,69,37.4640832894456
9,69,47.2596690501851
10,69,32.4115769047858
1,70,43.1478595168641
2,70,36.0601597137542
3,70,27.4559775439148
4,70,42.7202607096886
5,70,48.500410057783
6,70,39.196238526164
7,70,27.3630394396991
8,70,35.0450686555898
9,70,39.6774639201964
10,70,40.1730045963175
1,71,43.3396723799673
2,71,35.7727523272079
3,71,37.4643734739278
4,71,36.8936055618691
5,71,61.0014614210045
6,71,31.371970178495
7,71,33.5055969661929
8,71,61.2334533160616
9,71,18.4746077018784
10,71,51.2249700047236
1,72,38.827658910719
2,72,45.4818064823542
3,72,56.689861178694
4,72,30.1893734451015
5,72,36.1351467268302
6,72,50.7700130489534
7,72,33.9598914683717
8,72,51.2173622739428
9,72,29.9513120354931
10,72,31.3898583898597
1,73,44.8282717398877
2,73,52.9305801630157
3,73,100.476412709105
4,73,45.1795790174148
5,73,48.3099907643421
6,73,51.9815622181633
7,73,34.1088351553306
8,73,33.8598452787615
9,73,63.8882203680324
10,73,42.4412739404286
1,74,49.7437421458286
2,74,44.5826256537991
3,74,41.0130853876788
4,74,39.0269179069369
5,74,51.3147391045498
6,74,34.9585625656461
7,74,44.1909213718128
8,74,30.1923999799552
9,74,25.133655228514
10,74,36.2699544294053
1,75,60.0792031919041
2,75,37.0862100998456
3,75,44.6512662749735
4,75,37.3317247790655
5,75,53.5171204090693
6,75,40.460792202822
7,75,34.2586149596281
8,75,58.0726494159986
9,75,45.6425070468285
10,75,41.0062244931569
1,76,35.2114299166366
2,76,26.0953916490877
3,76,32.0602967135588
4,76,23.678346453631
5,76,57.8448067760548
6,76,53.3760826752058
7,76,53.910672495046
8,76,28.7023970438516
9,76,51.5514736169784
10,76,49.9698067896134
1,77,56.3393681510765
2,77,50.70340120979
3,77,53.6852136856015
4,77,57.8519772903481
5,77,71.5912312923394
6,77,48.0870871286019
7,77,44.0479404462724
8,77,34.5298710055792
9,77,45.2589870326599
10,77,38.4730880397893
1,78,29.0999083287389
2,78,46.3456054339087
3,78,51.0997494052854
4,78,49.5274446489184
5,78,44.8163334327544
6,78,33.2856700562601
7,78,40.7038659355179
8,78,51.8288311600238
9,78,31.1179327636918
10,78,38.2884598315515
1,79,38.8038552196664
2,79,33.9393889743603
3,79,45.2105379171583
4,79,31.1771621335515
5,79,46.1796578334301
6,79,56.2460364406799
7,79,46.2252714124156
8,79,52.5885105721878
9,79,47.3718080720959
10,79,56.0890855640894
1,80,42.5748040611292
2,80,49.5129226490759
3,80,38.9477321958857
4,80,36.7368557139293
5,80,43.6222615326582
6,80,55.1207609047055
7,80,39.4870602689926
8,80,37.4970726013689
9,80,38.5022941399675
10,80,22.3890870567408
1,81,29.9178342316645
2,81,25.4677321154199
3,81,26.2681797438532
4,81,82.6220498294221
5,81,41.6188031726755
6,81,30.5002877839233
7,81,35.4138412261922
8,81,75.751941511391
9,81,38.6554568168643
10,81,34.9220345752454
1,82,53.1385341502975
2,82,47.8839171252652
3,82,27.4166298013737
4,82,40.4730803444752
5,82,35.894349092744
6,82,41.9880289610646
7,82,36.036759330292
8,82,45.4115288675317
9,82,57.5456304905686
10,82,46.3581417394885
1,83,52.7705854455561
2,83,50.8025260584372
3,83,53.7092715453534
4,83,49.4781411170173
5,83,53.6124840727538
6,83,47.9660935188942
7,83,44.9335444057294
8,83,43.6131772712368
9,83,39.52541995592
10,83,61.2507950766668
1,84,51.2887304022765
2,84,70.6208350421938
3,84,37.6561966819524
4,84,52.3305121785466
5,84,30.9340559978807
6,84,30.1994002102755
7,84,56.0230249834432
8,84,34.6009113197374
9,84,37.8056622064026
10,84,32.5973696392149
1,85,48.8122772034751
2,85,45.1668063999551
3,85,42.1245045044112
4,85,42.5064894380954
5,85,39.1810403575312
6,85,38.864992898517
7,85,41.8796931547144
8,85,40.8690935733439
9,85,47.333156516853
10,85,46.595435911283
1,86,42.5106055190983
2,86,57.0429092179615
3,86,51.4498028972559
4,86,50.2812386572506
5,86,44.7744123735474
6,86,34.0379967249194
7,86,29.780472957538
8,86,33.9383695961639
9,86,30.3270781396631
10,86,40.6034224208539
1,87,37.8941912091227
2,87,52.5018684158765
3,87,44.4100558998958
4,87,48.6677532680776
5,87,37.7234089897927
6,87,45.413777202865
7,87,50.0278901908366
8,87,39.38246554656
9,87,54.6128593010531
10,87,42.3164811723916
1,88,54.6322350154923
2,88,30.1412892990982
3,88,31.8256017364129
4,88,35.536381276276
5,88,40.2777374950316
6,88,32.0228915132528
7,88,28.1035450427005
8,88,28.7744288485682
9,88,34.5789493517284
10,88,28.5837606119182
1,89,47.9890483786544
2,89,38.0007593714097
3,89,40.9774528148025
4,89,35.2199014586341
5,89,34.6496986713579
6,89,33.879446979139
7,89,44.1562538493121
8,89,62.3871962551128
9,89,31.7614662401734
10,89,27.149880586783
1,90,48.3080454129139
2,90,39.9648071064899
3,90,44.2302908727999
4,90,35.2924635034394
5,90,36.9419853424411
6,90,42.4392976302161
7,90,40.5657025720613
8,90,42.8387692775574
9,90,45.9395001479829
10,90,43.7221990628652
1,91,53.5577862710451
2,91,46.3403229465509
3,91,50.4232992294592
4,91,58.4022460381855
5,91,58.1443747114337
6,91,42.7466181575821
7,91,54.9942415134337
8,91,42.9733966590975
9,91,30.2621957131024
10,91,36.5242497332529
1,92,43.7776432252165
2,92,41.9017073102484
3,92,53.6329878560715
4,92,42.8254942361216
5,92,34.5323712153049
6,92,35.050062446898
7,92,41.8458397337733
8,92,50.7105283376017
9,92,46.6690218243117
10,92,42.6404541379934
1,93,35.5544837100809
2,93,51.3458716051992
3,93,38.3577925393252
4,93,31.4100438839621
5,93,49.0178496308972
6,93,61.8552570964228
7,93,43.5874869396108
8,93,23.9172606604532
9,93,71.5241545914252
10,93,56.5900821760878
1,94,51.767156184126
2,94,64.4670079429055
3,94,62.5562799689083
4,94,48.4891949930167
5,94,52.4242258029171
6,94,30.8431677372144
7,94,55.0150472536086
8,94,45.3903461936065
9,94,54.5121495164251
10,94,49.4077280898724
1,95,33.8962764418566
2,95,52.9805422184471
3,95,47.0571461208252
4,95,32.7880077204063
5,95,45.3245522874335
6,95,39.8277825915247
7,95,29.4584250309122
8,95,41.5521114812864
9,95,39.0744540053374
10,95,24.8068668145143
1,96,55.6264548742001
2,96,66.6217720771832
3,96,39.2103236524063
4,96,29.5158724648009
5,96,52.5698453724283
6,96,37.4962875995031
7,96,44.6413402176588
8,96,39.0205616710908
9,96,39.5549247048215
10,96,44.7263254546311
1,97,43.3916556818765
2,97,31.58156431484
3,97,35.307060111
4,97,51.7436612871742
5,97,28.5542213302728
6,97,52.2553432905477
7,97,47.2528921500391
8,97,27.6662622817616
9,97,46.5269785476838
10,97,33.6986241710807
1,98,40.5540430231311
2,98,31.029780878177
3,98,55.8098612484757
4,98,47.5738789013473
5,98,46.8688955288536
6,98,50.6701051790152
7,98,25.1910185273762
8,98,37.0757639214445
9,98,41.1660533225294
10,98,32.5448832451895
1,99,53.58122945089
2,99,48.122726762953
3,99,55.3763766938586
4,99,45.247034387798
5,99,35.2598825957386
6,99,33.2038713001695
7,99,50.0720324462356
8,99,35.9904988833301
9,99,28.5925466416596
10,99,37.5448158235003
1,100,52.0859139208828
2,100,51.416755690696
3,100,45.4536463207209
4,100,67.019129851818
5,100,48.1123256107453
6,100,39.198221541048
7,100,33.0313606371695
8,100,50.1179088428395
9,100,24.9317131391742
10,100,35.8755755493755
