rep,id,th1,th2,th3,th4
2,24,12.179306481386,1.35361560698728,2.59438785454628,-5.08260302498998
1,25,5.48340210647771,1.35361560698728,2.59438785454628,-5.08260302498998
2,25,7.84703780664632,1.35361560698728,2.59438785454628,-5.08260302498998
1,26,5.63546466732664,1.35361560698728,2.59438785454628,-5.08260302498998
2,26,3.64475993340618,1.35361560698728,2.59438785454628,-5.08260302498998
1,27,2.83561972412967,1.35361560698728,2.59438785454628,-5.08260302498998
2,27,2.97508682296649,1.35361560698728,2.59438785454628,-5.08260302498998
1,28,10.4463902031761,1.35361560698728,2.59438785454628,-5.08260302498998
2,28,12.9865936136419,1.35361560698728,2.59438785454628,-5.08260302498998
1,29,16.1383749092647,1.35361560698728,2.59438785454628,-5.08260302498998
2,29,16.6844040253852,1.35361560698728,2.59438785454628,-5.08260302498998
1,30,18.8771138868886,1.35361560698728,2.59438785454628,-5.08260302498998
2,30,9.24382587715315,1.35361560698728,2.59438785454628,-5.08260302498998
1,31,7.63696695532139,1.35361560698728,2.59438785454628,-5.08260302498998
2,31,18.9147349646293,1.35361560698728,2.59438785454628,-5.08260302498998
1,32,10.2792699721411,1.35361560698728,2.59438785454628,-5.08260302498998
2,32,12.0662452574825,1.35361560698728,2.59438785454628,-5.08260302498998
1,33,16.0146124881178,1.35361560698728,2.59438785454628,-5.08260302498998
2,33,17.0736593209566,1.35361560698728,2.59438785454628,-5.08260302498998
1,34,14.9196391056071,1.35361560698728,2.59438785454628,-5.08260302498998
2,34,13.89084562614,1.35361560698728,2.59438785454628,-5.08260302498998
1,35,18.4009654417024,1.35361560698728,2.59438785454628,-5.08260302498998
2,35,14.5686184819169,1.35361560698728,2.59438785454628,-5.08260302498998
1,36,2.2943894360209,1.35361560698728,2.59438785454628,-5.08260302498998
2,36,1.9290464889077,1.35361560698728,2.59438785454628,-5.08260302498998
1,37,12.200900833919,1.35361560698728,2.59438785454628,-5.08260302498998
2,37,13.9980671192481,1.35361560698728,2.59438785454628,-5.08260302498998
1,38,12.279135849235,1.35361560698728,2.59438785454628,-5.08260302498998
2,38,8.64116518876858,1.35361560698728,2.59438785454628,-5.08260302498998
1,39,14.0784019750855,1.35361560698728,2.59438785454628,-5.08260302498998
2,39,8.1403376731061,1.35361560698728,2.59438785454628,-5.08260302498998
1,40,12.579483862205,1.35361560698728,2.59438785454628,-5.08260302498998
2,40,10.9169070269748,1.35361560698728,2.59438785454628,-5.08260302498998
1,41,28.9048129601686,1.35361560698728,2.59438785454628,-5.08260302498998
2,41,11.5647716843597,1.35361560698728,2.59438785454628,-5.08260302498998
1,42,7.12251456747572,1.35361560698728,2.59438785454628,-5.08260302498998
2,42,7.92066577559626,1.35361560698728,2.59438785454628,-5.08260302498998
1,43,17.0517222548263,1.35361560698728,2.59438785454628,-5.08260302498998
2,43,11.4475973007312,1.35361560698728,2.59438785454628,-5.08260302498998
1,44,9.85121958180042,1.35361560698728,2.59438785454628,-5.08260302498998
2,44,5.77824187760609,1.35361560698728,2.59438785454628,-5.08260302498998
1,45,16.3302867727657,1.35361560698728,2.59438785454628,-5.08260302498998
2,45,15.5279699724577,1.35361560698728,2.59438785454628,-5.08260302498998
1,46,13.8114600573303,1.35361560698728,2.59438785454628,-5.08260302498998
2,46,7.19748943802485,1.35361560698728,2.59438785454628,-5.08260302498998
1,47,4.48004066507605,1.35361560698728,2.59438785454628,-5.08260302498998
2,47,5.22705719891732,1.35361560698728,2.59438785454628,-5.08260302498998
1,48,2.87911461333877,1.35361560698728,2.59438785454628,-5.08260302498998
2,48,0.952960945063261,1.35361560698728,2.59438785454628,-5.08260302498998
1,49,8.70252315189458,1.35361560698728,2.59438785454628,-5.08260302498998
2,49,19.1494940783591,1.35361560698728,2.59438785454628,-5.08260302498998
1,50,8.86071572671848,1.35361560698728,2.59438785454628,-5.08260302498998
2,50,19.6011887300579,1.35361560698728,2.59438785454628,-5.08260302498998
1,51,9.00021150633941,1.35361560698728,2.59438785454628,-5.08260302498998
2,51,19.7577717885364,1.35361560698728,2.59438785454628,-5.08260302498998
1,52,14.4098947837895,1.35361560698728,2.59438785454628,-5.08260302498998
2,52,22.5443692287625,1.35361560698728,2.59438785454628,-5.08260302498998
1,53,16.8858512343621,1.35361560698728,2.59438785454628,-5.08260302498998
2,53,17.889286747763,1.35361560698728,2.59438785454628,-5.08260302498998
1,54,12.3900955353228,1.35361560698728,2.59438785454628,-5.08260302498998
2,54,19.7646638948423,1.35361560698728,2.59438785454628,-5.08260302498998
1,55,6.97725204236224,1.35361560698728,2.59438785454628,-5.08260302498998
2,55,16.0572567075651,1.35361560698728,2.59438785454628,-5.08260302498998
1,56,23.0326335710013,1.35361560698728,2.59438785454628,-5.08260302498998
2,56,11.1947660847687,1.35361560698728,2.59438785454628,-5.08260302498998
1,57,13.6901654373615,1.35361560698728,2.59438785454628,-5.08260302498998
2,57,16.7800100190093,1.35361560698728,2.59438785454628,-5.08260302498998
1,58,1.12742939709591,1.35361560698728,2.59438785454628,-5.08260302498998
2,58,1.97044029966547,1.35361560698728,2.59438785454628,-5.08260302498998
1,59,11.6163473454774,1.35361560698728,2.59438785454628,-5.08260302498998
2,59,16.4071327360228,1.35361560698728,2.59438785454628,-5.08260302498998
1,60,0.552259126086839,1.35361560698728,2.59438785454628,-5.08260302498998
2,60,0.869513592295503,1.35361560698728,2.59438785454628,-5.08260302498998
1,61,12.9037071370559,1.35361560698728,2.59438785454628,-5.08260302498998
2,61,14.9332190177795,1.35361560698728,2.59438785454628,-5.08260302498998
1,62,15.8032929313469,1.35361560698728,2.59438785454628,-5.08260302498998
2,62,16.4794272644788,1.35361560698728,2.59438785454628,-5.08260302498998
1,63,17.1519336207554,1.35361560698728,2.59438785454628,-5.08260302498998
2,63,15.4491171385135,1.35361560698728,2.59438785454628,-5.08260302498998
1,64,19.8927489903227,1.35361560698728,2.59438785454628,-5.08260302498998
2,64,9.79900108823528,1.35361560698728,2.59438785454628,-5.08260302498998
1,65,12.2149585218628,1.35361560698728,2.59438785454628,-5.08260302498998
2,65,11.2390454095354,1.35361560698728,2.59438785454628,-5.08260302498998
1,66,19.4677563546535,1.35361560698728,2.59438785454628,-5.08260302498998
2,66,11.090661652457,1.35361560698728,2.59438785454628,-5.08260302498998
1,67,13.9835595135781,1.35361560698728,2.59438785454628,-5.08260302498998
2,67,14.8581229745653,1.35361560698728,2.59438785454628,-5.08260302498998
1,68,5.00020351695812,1.35361560698728,2.59438785454628,-5.08260302498998
2,68,4.41509170629308,1.35361560698728,2.59438785454628,-5.08260302498998
1,69,11.0612469582666,1.35361560698728,2.59438785454628,-5.08260302498998
2,69,16.5288068954547,1.35361560698728,2.59438785454628,-5.08260302498998
1,70,15.7824748435668,1.35361560698728,2.59438785454628,-5.08260302498998
2,70,18.7703343192859,1.35361560698728,2.59438785454628,-5.08260302498998
1,71,5.56099971862939,1.35361560698728,2.59438785454628,-5.08260302498998
2,71,11.4501270589963,1.35361560698728,2.59438785454628,-5.08260302498998
1,72,3.85264903847799,1.35361560698728,2.59438785454628,-5.08260302498998
2,72,4.47413091959938,1.35361560698728,2.59438785454628,-5.08260302498998
1,73,22.3879771290487,1.35361560698728,2.59438785454628,-5.08260302498998
2,73,19.7919044027824,1.35361560698728,2.59438785454628,-5.08260302498998
1,74,12.9493668910734,1.35361560698728,2.59438785454628,-5.08260302498998
2,74,15.4994985633392,1.35361560698728,2.59438785454628,-5.08260302498998
1,75,10.6992443498178,1.35361560698728,2.59438785454628,-5.08260302498998
2,75,15.9830260409009,1.35361560698728,2.59438785454628,-5.08260302498998
1,76,2.38327341665567,1.35361560698728,2.59438785454628,-5.08260302498998
2,76,1.77633341229254,1.35361560698728,2.59438785454628,-5.08260302498998
1,77,13.4201101467539,1.35361560698728,2.59438785454628,-5.08260302498998
2,77,20.6062298775033,1.35361560698728,2.59438785454628,-5.08260302498998
1,78,8.29282677259429,1.35361560698728,2.59438785454628,-5.08260302498998
2,78,13.2522469948956,1.35361560698728,2.59438785454628,-5.08260302498998
1,79,20.7443295717617,1.35361560698728,2.59438785454628,-5.08260302498998
2,79,14.873131078725,1.35361560698728,2.59438785454628,-5.08260302498998
1,80,4.72332900154226,1.35361560698728,2.59438785454628,-5.08260302498998
2,80,6.02894398080624,1.35361560698728,2.59438785454628,-5.08260302498998
1,81,13.7818452145419,1.35361560698728,2.59438785454628,-5.08260302498998
2,81,7.60090975681593,1.35361560698728,2.59438785454628,-5.08260302498998
1,82,11.4884516115518,1.35361560698728,2.59438785454628,-5.08260302498998
2,82,12.4895427284032,1.35361560698728,2.59438785454628,-5.08260302498998
1,83,8.67806181039562,1.35361560698728,2.59438785454628,-5.08260302498998
2,83,5.29241080137716,1.35361560698728,2.59438785454628,-5.08260302498998
1,84,7.96728977278441,1.35361560698728,2.59438785454628,-5.08260302498998
2,84,12.2788258485032,1.35361560698728,2.59438785454628,-5.08260302498998
1,85,26.9181465994782,1.35361560698728,2.59438785454628,-5.08260302498998
2,85,7.78589714936452,1.35361560698728,2.59438785454628,-5.08260302498998
1,86,17.8942702051411,1.35361560698728,2.59438785454628,-5.08260302498998
2,86,20.4447171759647,1.35361560698728,2.59438785454628,-5.08260302498998
1,87,21.313872315098,1.35361560698728,2.59438785454628,-5.08260302498998
2,87,17.2818010575196,1.35361560698728,2.59438785454628,-5.08260302498998
1,88,14.705381618214,1.35361560698728,2.59438785454628,-5.08260302498998
2,88,16.081272851731,1.35361560698728,2.59438785454628,-5.08260302498998
1,89,21.3479087703492,1.35361560698728,2.59438785454628,-5.08260302498998
2,89,14.2919312648563,1.35361560698728,2.59438785454628,-5.08260302498998
1,90,17.1381441331938,1.35361560698728,2.59438785454628,-5.08260302498998
2,90,10.6690730733316,1.35361560698728,2.59438785454628,-5.08260302498998
1,91,11.2900156959038,1.35361560698728,2.59438785454628,-5.08260302498998
2,91,9.45827836988779,1.35361560698728,2.59438785454628,-5.08260302498998
1,92,14.085961067029,1.35361560698728,2.59438785454628,-5.08260302498998
2,92,20.5202458924215,1.35361560698728,2.59438785454628,-5.08260302498998
1,93,5.01054561202684,1.35361560698728,2.59438785454628,-5.08260302498998
2,93,5.29761144880079,1.35361560698728,2.59438785454628,-5.08260302498998
1,94,25.5021445381934,1.35361560698728,2.59438785454628,-5.08260302498998
2,94,8.89990580744836,1.35361560698728,2.59438785454628,-5.08260302498998
1,95,9.18584058338528,1.35361560698728,2.59438785454628,-5.08260302498998
2,95,9.97899382432582,1.35361560698728,2.59438785454628,-5.08260302498998
1,96,13.7509392639223,1.35361560698728,2.59438785454628,-5.08260302498998
2,96,10.3887667625736,1.35361560698728,2.59438785454628,-5.08260302498998
1,97,6.14672279086389,1.35361560698728,2.59438785454628,-5.08260302498998
2,97,6.15475083714292,1.35361560698728,2.59438785454628,-5.08260302498998
1,98,1.38371612550511,1.35361560698728,2.59438785454628,-5.08260302498998
2,98,3.00457741379682,1.35361560698728,2.59438785454628,-5.08260302498998
1,99,16.5511257041159,1.35361560698728,2.59438785454628,-5.08260302498998
2,99,20.5193972328289,1.35361560698728,2.59438785454628,-5.08260302498998
1,100,9.72571560673003,1.35361560698728,2.59438785454628,-5.08260302498998
2,100,19.7673835672218,1.35361560698728,2.59438785454628,-5.08260302498998
1,101,5.52736296075981,1.35361560698728,2.59438785454628,-5.08260302498998
2,101,5.7281140208959,1.35361560698728,2.59438785454628,-5.08260302498998
1,102,8.464466765618,1.35361560698728,2.59438785454628,-5.08260302498998
2,102,11.2371194120869,1.35361560698728,2.59438785454628,-5.08260302498998
1,103,15.4188380016262,1.35361560698728,2.59438785454628,-5.08260302498998
2,103,11.1089955586332,1.35361560698728,2.59438785454628,-5.08260302498998
1,104,-0.237536597461602,1.35361560698728,2.59438785454628,-5.08260302498998
2,104,1.0017952286477,1.35361560698728,2.59438785454628,-5.08260302498998
1,105,21.8471815626256,1.35361560698728,2.59438785454628,-5.08260302498998
2,105,20.3498516952495,1.35361560698728,2.59438785454628,-5.08260302498998
1,106,9.2869924545055,1.35361560698728,2.59438785454628,-5.08260302498998
2,106,11.8663785739965,1.35361560698728,2.59438785454628,-5.08260302498998
1,107,8.36585587454432,1.35361560698728,2.59438785454628,-5.08260302498998
2,107,23.6308799882488,1.35361560698728,2.59438785454628,-5.08260302498998
1,108,8.10044015865086,1.35361560698728,2.59438785454628,-5.08260302498998
2,108,11.3555174841777,1.35361560698728,2.59438785454628,-5.08260302498998
1,109,11.5588675238753,1.35361560698728,2.59438785454628,-5.08260302498998
2,109,15.4822768641022,1.35361560698728,2.59438785454628,-5.08260302498998
1,110,12.0183423858316,1.35361560698728,2.59438785454628,-5.08260302498998
2,110,6.14566634794706,1.35361560698728,2.59438785454628,-5.08260302498998
1,111,17.7096916211986,1.35361560698728,2.59438785454628,-5.08260302498998
2,111,9.47111390656448,1.35361560698728,2.59438785454628,-5.08260302498998
1,112,14.4122254838462,1.35361560698728,2.59438785454628,-5.08260302498998
2,112,5.67850963796288,1.35361560698728,2.59438785454628,-5.08260302498998
1,113,9.35767175018518,1.35361560698728,2.59438785454628,-5.08260302498998
2,113,11.1054415052734,1.35361560698728,2.59438785454628,-5.08260302498998
1,114,19.4037209114487,1.35361560698728,2.59438785454628,-5.08260302498998
2,114,10.0200926306434,1.35361560698728,2.59438785454628,-5.08260302498998
1,115,14.463258579198,1.35361560698728,2.59438785454628,-5.08260302498998
2,115,10.5050643260812,1.35361560698728,2.59438785454628,-5.08260302498998
1,116,8.93559462555039,1.35361560698728,2.59438785454628,-5.08260302498998
2,116,8.1452509592773,1.35361560698728,2.59438785454628,-5.08260302498998
1,117,6.66968744443389,1.35361560698728,2.59438785454628,-5.08260302498998
2,117,29.1004892976922,1.35361560698728,2.59438785454628,-5.08260302498998
1,118,4.87849128109,1.35361560698728,2.59438785454628,-5.08260302498998
2,118,20.3056568152423,1.35361560698728,2.59438785454628,-5.08260302498998
1,119,12.5390094056926,1.35361560698728,2.59438785454628,-5.08260302498998
2,119,15.5972945192011,1.35361560698728,2.59438785454628,-5.08260302498998
1,120,19.6043516161168,1.35361560698728,2.59438785454628,-5.08260302498998
2,120,12.8471610271983,1.35361560698728,2.59438785454628,-5.08260302498998
1,121,12.5543633373123,1.35361560698728,2.59438785454628,-5.08260302498998
2,121,9.22560855564168,1.35361560698728,2.59438785454628,-5.08260302498998
1,122,14.3369753564713,1.35361560698728,2.59438785454628,-5.08260302498998
2,122,17.9368466806236,1.35361560698728,2.59438785454628,-5.08260302498998
1,123,16.7764249932305,1.35361560698728,2.59438785454628,-5.08260302498998
2,123,15.9010944460147,1.35361560698728,2.59438785454628,-5.08260302498998
1,124,23.0070091194382,1.35361560698728,2.59438785454628,-5.08260302498998
2,124,11.8330864831607,1.35361560698728,2.59438785454628,-5.08260302498998
1,125,15.3519938667772,1.35361560698728,2.59438785454628,-5.08260302498998
2,125,16.2966158143265,1.35361560698728,2.59438785454628,-5.08260302498998
1,126,11.4609649820578,1.35361560698728,2.59438785454628,-5.08260302498998
2,126,11.1047133412972,1.35361560698728,2.59438785454628,-5.08260302498998
1,127,17.060539476656,1.35361560698728,2.59438785454628,-5.08260302498998
2,127,21.1101210676459,1.35361560698728,2.59438785454628,-5.08260302498998
1,128,5.41019184877722,1.35361560698728,2.59438785454628,-5.08260302498998
2,128,5.55169655589337,1.35361560698728,2.59438785454628,-5.08260302498998
1,129,14.9234812961252,1.35361560698728,2.59438785454628,-5.08260302498998
2,129,9.08303221545843,1.35361560698728,2.59438785454628,-5.08260302498998
1,130,10.8393469163606,1.35361560698728,2.59438785454628,-5.08260302498998
2,130,11.7977163248073,1.35361560698728,2.59438785454628,-5.08260302498998
1,131,10.1554223593448,1.35361560698728,2.59438785454628,-5.08260302498998
2,131,11.3171853350925,1.35361560698728,2.59438785454628,-5.08260302498998
1,132,19.2293520847469,1.35361560698728,2.59438785454628,-5.08260302498998
2,132,11.8644797931841,1.35361560698728,2.59438785454628,-5.08260302498998
1,133,15.9503893642435,1.35361560698728,2.59438785454628,-5.08260302498998
2,133,14.7232491262883,1.35361560698728,2.59438785454628,-5.08260302498998
1,134,5.18262615464943,1.35361560698728,2.59438785454628,-5.08260302498998
2,134,7.14911825527918,1.35361560698728,2.59438785454628,-5.08260302498998
1,135,-4.381391467735,1.35361560698728,2.59438785454628,-5.08260302498998
2,135,-2.38003035165101,1.35361560698728,2.59438785454628,-5.08260302498998
1,136,14.8892584834798,1.35361560698728,2.59438785454628,-5.08260302498998
2,136,20.485875792728,1.35361560698728,2.59438785454628,-5.08260302498998
1,137,10.9546719010758,1.35361560698728,2.59438785454628,-5.08260302498998
2,137,10.4372189595164,1.35361560698728,2.59438785454628,-5.08260302498998
1,138,13.7164632851785,1.35361560698728,2.59438785454628,-5.08260302498998
2,138,15.0811682055181,1.35361560698728,2.59438785454628,-5.08260302498998
1,139,17.7838976675655,1.35361560698728,2.59438785454628,-5.08260302498998
2,139,13.9045588656714,1.35361560698728,2.59438785454628,-5.08260302498998
1,140,16.3926774335188,1.35361560698728,2.59438785454628,-5.08260302498998
2,140,10.0306046705744,1.35361560698728,2.59438785454628,-5.08260302498998
1,141,15.751304027428,1.35361560698728,2.59438785454628,-5.08260302498998
2,141,17.7256411312958,1.35361560698728,2.59438785454628,-5.08260302498998
1,142,11.2497321084552,1.35361560698728,2.59438785454628,-5.08260302498998
2,142,12.2641544179923,1.35361560698728,2.59438785454628,-5.08260302498998
1,143,15.5343465950919,1.35361560698728,2.59438785454628,-5.08260302498998
2,143,17.9724955158635,1.35361560698728,2.59438785454628,-5.08260302498998
1,144,24.0042960855298,1.35361560698728,2.59438785454628,-5.08260302498998
2,144,11.9968948460082,1.35361560698728,2.59438785454628,-5.08260302498998
1,145,21.8843704160231,1.35361560698728,2.59438785454628,-5.08260302498998
2,145,7.57242405138313,1.35361560698728,2.59438785454628,-5.08260302498998
1,146,12.2236047097817,1.35361560698728,2.59438785454628,-5.08260302498998
2,146,18.0416431798663,1.35361560698728,2.59438785454628,-5.08260302498998
1,147,15.9731465715305,1.35361560698728,2.59438785454628,-5.08260302498998
2,147,25.005133679444,1.35361560698728,2.59438785454628,-5.08260302498998
1,148,8.22404358721991,1.35361560698728,2.59438785454628,-5.08260302498998
2,148,9.9081355045286,1.35361560698728,2.59438785454628,-5.08260302498998
1,149,10.0508430870872,1.35361560698728,2.59438785454628,-5.08260302498998
2,149,8.24578845258608,1.35361560698728,2.59438785454628,-5.08260302498998
1,150,15.2182401540726,1.35361560698728,2.59438785454628,-5.08260302498998
2,150,14.5762426610922,1.35361560698728,2.59438785454628,-5.08260302498998
1,151,8.05577714350378,1.35361560698728,2.59438785454628,-5.08260302498998
2,151,19.7284683745323,1.35361560698728,2.59438785454628,-5.08260302498998
1,152,22.5125427051931,1.35361560698728,2.59438785454628,-5.08260302498998
2,152,21.3974410177463,1.35361560698728,2.59438785454628,-5.08260302498998
1,153,14.967602657836,1.35361560698728,2.59438785454628,-5.08260302498998
2,153,14.6766509235039,1.35361560698728,2.59438785454628,-5.08260302498998
1,154,16.9908225224737,1.35361560698728,2.59438785454628,-5.08260302498998
2,154,18.3944716962231,1.35361560698728,2.59438785454628,-5.08260302498998
1,155,22.7191286653823,1.35361560698728,2.59438785454628,-5.08260302498998
2,155,13.0818163236684,1.35361560698728,2.59438785454628,-5.08260302498998
1,156,17.0139355943378,1.35361560698728,2.59438785454628,-5.08260302498998
2,156,11.6372583939357,1.35361560698728,2.59438785454628,-5.08260302498998
1,157,10.4954199343691,1.35361560698728,2.59438785454628,-5.08260302498998
2,157,10.5185280351394,1.35361560698728,2.59438785454628,-5.08260302498998
1,158,16.3572595333164,1.35361560698728,2.59438785454628,-5.08260302498998
2,158,15.6356701312263,1.35361560698728,2.59438785454628,-5.08260302498998
1,159,9.61009944037593,1.35361560698728,2.59438785454628,-5.08260302498998
2,159,15.4158249784338,1.35361560698728,2.59438785454628,-5.08260302498998
1,160,13.8924134224554,1.35361560698728,2.59438785454628,-5.08260302498998
2,160,6.65024744448208,1.35361560698728,2.59438785454628,-5.08260302498998
1,161,2.05290524824804,1.35361560698728,2.59438785454628,-5.08260302498998
2,161,1.11174251628839,1.35361560698728,2.59438785454628,-5.08260302498998
1,162,19.4317802768392,1.35361560698728,2.59438785454628,-5.08260302498998
2,162,15.2625408471781,1.35361560698728,2.59438785454628,-5.08260302498998
1,163,10.1602788260093,1.35361560698728,2.59438785454628,-5.08260302498998
2,163,11.757369938353,1.35361560698728,2.59438785454628,-5.08260302498998
1,164,6.56307729992693,1.35361560698728,2.59438785454628,-5.08260302498998
2,164,8.51843361325966,1.35361560698728,2.59438785454628,-5.08260302498998
1,165,11.9514633514382,1.35361560698728,2.59438785454628,-5.08260302498998
2,165,20.588944133954,1.35361560698728,2.59438785454628,-5.08260302498998
1,166,7.167591835181,1.35361560698728,2.59438785454628,-5.08260302498998
2,166,13.4637762477489,1.35361560698728,2.59438785454628,-5.08260302498998
1,167,19.4012418050354,1.35361560698728,2.59438785454628,-5.08260302498998
2,167,14.247093251165,1.35361560698728,2.59438785454628,-5.08260302498998
1,168,7.69699669243848,1.35361560698728,2.59438785454628,-5.08260302498998
2,168,17.4663363740284,1.35361560698728,2.59438785454628,-5.08260302498998
1,169,22.8071365372889,1.35361560698728,2.59438785454628,-5.08260302498998
2,169,8.11204795207856,1.35361560698728,2.59438785454628,-5.08260302498998
1,170,17.6633622152645,1.35361560698728,2.59438785454628,-5.08260302498998
2,170,9.76457791166735,1.35361560698728,2.59438785454628,-5.08260302498998
1,171,13.3550766028004,1.35361560698728,2.59438785454628,-5.08260302498998
2,171,20.9661182720547,1.35361560698728,2.59438785454628,-5.08260302498998
1,172,11.7691426943474,1.35361560698728,2.59438785454628,-5.08260302498998
2,172,13.0197524078738,1.35361560698728,2.59438785454628,-5.08260302498998
1,173,17.4420394424033,1.35361560698728,2.59438785454628,-5.08260302498998
2,173,11.3083073396078,1.35361560698728,2.59438785454628,-5.08260302498998
1,174,9.92984825715538,1.35361560698728,2.59438785454628,-5.08260302498998
2,174,10.69815963408,1.35361560698728,2.59438785454628,-5.08260302498998
1,175,13.5497791603982,1.35361560698728,2.59438785454628,-5.08260302498998
2,175,13.3187256581701,1.35361560698728,2.59438785454628,-5.08260302498998
1,176,5.55605084210708,1.35361560698728,2.59438785454628,-5.08260302498998
2,176,7.91149971549397,1.35361560698728,2.59438785454628,-5.08260302498998
1,177,22.1496269934101,1.35361560698728,2.59438785454628,-5.08260302498998
2,177,8.44404870978894,1.35361560698728,2.59438785454628,-5.08260302498998
1,178,23.128851181983,1.35361560698728,2.59438785454628,-5.08260302498998
2,178,12.2702110081154,1.35361560698728,2.59438785454628,-5.08260302498998
1,179,8.08851920052829,1.35361560698728,2.59438785454628,-5.08260302498998
2,179,26.702550134224,1.35361560698728,2.59438785454628,-5.08260302498998
1,180,11.1861379698667,1.35361560698728,2.59438785454628,-5.08260302498998
2,180,21.3830887091541,1.35361560698728,2.59438785454628,-5.08260302498998
1,181,9.55591727427221,1.35361560698728,2.59438785454628,-5.08260302498998
2,181,11.9108212993974,1.35361560698728,2.59438785454628,-5.08260302498998
1,182,14.3375701712481,1.35361560698728,2.59438785454628,-5.08260302498998
2,182,15.000311728728,1.35361560698728,2.59438785454628,-5.08260302498998
1,183,9.86000823115339,1.35361560698728,2.59438785454628,-5.08260302498998
2,183,25.6119011534616,1.35361560698728,2.59438785454628,-5.08260302498998
1,184,19.1899800581001,1.35361560698728,2.59438785454628,-5.08260302498998
2,184,10.2084963837759,1.35361560698728,2.59438785454628,-5.08260302498998
1,185,21.0076190734196,1.35361560698728,2.59438785454628,-5.08260302498998
2,185,10.5217949187917,1.35361560698728,2.59438785454628,-5.08260302498998
1,186,9.51557948567196,1.35361560698728,2.59438785454628,-5.08260302498998
2,186,8.74752786898171,1.35361560698728,2.59438785454628,-5.08260302498998
1,187,16.4178094902672,1.35361560698728,2.59438785454628,-5.08260302498998
2,187,16.775948474266,1.35361560698728,2.59438785454628,-5.08260302498998
1,188,15.1513153799255,1.35361560698728,2.59438785454628,-5.08260302498998
2,188,14.9892966648795,1.35361560698728,2.59438785454628,-5.08260302498998
1,189,5.60293384122804,1.35361560698728,2.59438785454628,-5.08260302498998
2,189,7.90463862802951,1.35361560698728,2.59438785454628,-5.08260302498998
