"id","time","obs"
24,10,18.8199810238163
25,0,18.5823603011255
25,1,19.2832927658994
25,2,17.3248847321394
25,3,20.4521198368149
25,4,20.7936834691854
25,5,20.4341953719226
25,6,22.6676711769922
25,7,23.6451537378073
25,8,23.2042067639303
25,9,24.4954158363621
25,10,25.2562157104967
26,0,15.0719236966018
26,1,14.8308157757431
26,2,16.3551506193093
26,3,16.3483344914235
26,4,18.0329625589355
26,5,18.7190921071884
26,6,18.1680469317855
26,7,16.6103826783587
26,8,16.5426020360277
26,9,17.4080621445166
26,10,19.0460110976023
27,0,18.5120004373427
27,1,14.8824088796606
27,2,17.6732741764164
27,3,17.8117338221733
27,4,19.0969538599341
27,5,17.3991496281149
27,6,16.8310092317275
27,7,13.571011698051
27,8,15.7912114168717
27,9,18.6896504464248
27,10,18.8740762104599
28,0,15.4784986497194
28,1,15.0957593244581
28,2,16.439415845504
28,3,17.3780793570968
28,4,14.9882110999493
28,5,17.0179685972579
28,6,17.2269575975847
28,7,18.085948495025
28,8,19.374581350196
28,9,18.8860184322223
28,10,16.7021507720973
29,0,12.8314880481938
29,1,15.5215218963313
29,2,12.8763736985539
29,3,11.7254255263121
29,4,14.8621344867907
29,5,12.5704705380555
29,6,11.5378334395486
29,7,12.7161927652593
29,8,16.0976235302185
29,9,14.1247187295772
29,10,16.1083146291866
30,0,20.4290083791777
30,1,17.6103363251271
30,2,15.3040825694237
30,3,18.6272867260534
30,4,19.4310721252699
30,5,21.7066360101091
30,6,20.7816617879947
30,7,21.755122950274
30,8,24.6701136652102
30,9,15.5072041938158
30,10,22.1677531648676
31,0,15.9468417580676
31,1,12.9142967712016
31,2,14.4019446870891
31,3,14.5275925849293
31,4,12.1013865842677
31,5,14.1296523630012
31,6,10.3690841785324
31,7,14.8159479896005
31,8,14.7281117729231
31,9,11.4436886277682
31,10,17.4033312865336
32,0,17.3855034957361
32,1,16.0963310974977
32,2,15.4714385999151
32,3,14.3912350079993
32,4,16.8704547337772
32,5,12.5266526354789
32,6,19.4385050930651
32,7,16.7399487137025
32,8,16.6991058875375
32,9,15.7439862593042
32,10,17.9007565508855
33,0,14.4075112342556
33,1,15.7901053165043
33,2,12.4450128475678
33,3,12.9038846683415
33,4,16.6930337275958
33,5,14.4142368104483
33,6,15.7614834642667
33,7,14.8383977922186
33,8,16.1506477512182
33,9,16.5494310303439
33,10,14.8563616383483
34,0,9.30116725352635
34,1,12.2653061933001
34,2,10.3746977142126
34,3,13.3385520422139
34,4,12.2696363432935
34,5,11.0741854725322
34,6,13.1963997300165
34,7,14.8286006844577
34,8,13.646281668423
34,9,17.6859079192712
34,10,18.6523130764752
35,0,17.4006453247123
35,1,17.4634608074631
35,2,21.2997018002694
35,3,13.7391856584081
35,4,18.4278553951684
35,5,19.1107681631218
35,6,21.5644976236344
35,7,17.9937259800749
35,8,20.6053501098597
35,9,20.991665412799
35,10,20.6910230570663
36,0,8.834200119066
36,1,9.8580262222079
36,2,12.6592287362744
36,3,15.6496238949714
36,4,10.8553669632721
36,5,10.7157093350809
36,6,10.0301563299916
36,7,12.4821988199354
36,8,11.5896600743051
36,9,12.3774470245064
36,10,12.6100515335603
37,0,11.374582843646
37,1,10.006419505325
37,2,14.4985194958488
37,3,12.1953578589225
37,4,16.0935609978938
37,5,11.7870234480957
37,6,13.0841030830937
37,7,12.136879618099
37,8,14.2874058634615
37,9,16.8272529859105
37,10,17.6754171165314
38,0,16.785158440119
38,1,17.3338587175011
38,2,13.6194013769355
38,3,16.3119966495183
38,4,13.5606285666246
38,5,14.755765771497
38,6,18.9064329255645
38,7,17.4508577960073
38,8,19.0895475906321
38,9,16.8327055353174
38,10,18.1720930714942
39,0,16.6739826195693
39,1,12.8726105216814
39,2,18.8780049363149
39,3,17.1980401225218
39,4,16.9451658976112
39,5,18.6682896871041
39,6,18.76067163112
39,7,19.036852556884
39,8,23.8467800356191
39,9,20.4938813036696
39,10,18.9991223724988
40,0,14.9438066534985
40,1,16.9288159452968
40,2,13.9030327654963
40,3,14.2000161606373
40,4,13.9571211745696
40,5,13.5616254765639
40,6,14.8022405957789
40,7,13.1895122426422
40,8,13.402290966348
40,9,17.9644803046406
40,10,18.3068452798128
41,0,20.6244329835608
41,1,18.1442811910222
41,2,19.8428972954767
41,3,17.1700071763561
41,4,16.4666738446828
41,5,21.9599678152045
41,6,16.5886245046264
41,7,23.4777316350488
41,8,20.0364884852277
41,9,21.3097333072032
41,10,16.5325581110749
42,0,19.3650363840053
42,1,17.9372133095365
42,2,23.4922706466498
42,3,19.9504941876691
42,4,24.4612787826638
42,5,23.7861383791606
42,6,22.4886742592124
42,7,23.0821693874039
42,8,18.7800032597526
42,9,25.5473424720858
42,10,23.1571160473352
43,0,17.6849186436992
43,1,17.8222396799807
43,2,14.0512894930011
43,3,17.273914320083
43,4,18.9817260510067
43,5,19.3025059149778
43,6,17.9599438690157
43,7,17.9238012420137
43,8,17.5783798875096
43,9,19.9633228447039
43,10,19.8039458701685
44,0,15.6145195487566
44,1,18.0082061877463
44,2,15.8675872208498
44,3,14.8100230477823
44,4,15.4796131178219
44,5,14.9388596880625
44,6,13.5881431499222
44,7,14.2738891411045
44,8,18.6836811973805
44,9,15.9236529408167
44,10,15.8267897914308
45,0,15.9305458520441
45,1,16.3986569788437
45,2,21.5084870653122
45,3,20.3629528069607
45,4,17.7736487548892
45,5,17.3440921786323
45,6,16.3471920660525
45,7,18.326099395261
45,8,19.6344501069764
45,9,19.3449227667823
45,10,19.7090090740953
46,0,8.2166036031741
46,1,7.44378845815219
46,2,7.13652165565964
46,3,9.67370698915721
46,4,6.28859904080512
46,5,10.9569907727815
46,6,5.20742546955335
46,7,11.5960541662146
46,8,11.4865500536264
46,9,12.2465567738683
46,10,13.0230980359452
47,0,14.5251108197137
47,1,14.1270674736216
47,2,11.0871943022771
47,3,14.2807284957825
47,4,10.2587441094881
47,5,14.0730409325271
47,6,15.9707453307277
47,7,11.7168202950678
47,8,11.3085939199446
47,9,13.1083500726426
47,10,17.8548995148054
48,0,14.8234829831539
48,1,19.8670698119814
48,2,15.3870924656133
48,3,14.591152670964
48,4,17.9764249937504
48,5,18.5365000478066
48,6,17.8675078301976
48,7,17.3956075239731
48,8,16.6442561924422
48,9,19.7605818956382
48,10,22.1704444544927
49,0,14.0043750893269
49,1,18.0439279293198
49,2,15.7742230873513
49,3,13.1820294076626
49,4,14.8338735359629
49,5,14.3071477324642
49,6,15.9636624811131
49,7,19.572826710626
49,8,17.9026231689721
49,9,22.5384599418833
49,10,16.7213936990203
50,0,10.240527272136
50,1,10.6103067007495
50,2,13.6050711330436
50,3,13.0513722508791
50,4,8.40286153504402
50,5,12.10723918047
50,6,16.1110198510293
50,7,16.3253359590453
50,8,14.5745005448052
50,9,12.2688094447425
50,10,19.3641989376115
51,0,14.5894358381385
51,1,21.330319704779
51,2,17.5781364646071
51,3,19.3436391431432
51,4,16.6862027381669
51,5,17.8767426436505
51,6,18.9834299606316
51,7,22.0157922730927
51,8,20.3767316650229
51,9,20.9836362079398
51,10,25.0594704670002
52,0,11.6027843381789
52,1,12.6727600816575
52,2,11.9171765808894
52,3,11.5948635512906
52,4,13.0986389099779
52,5,11.6694990384781
52,6,14.2069192302348
52,7,9.95822942892558
52,8,17.8914572466643
52,9,15.4308628772548
52,10,17.1993335550567
53,0,16.0657715926076
53,1,12.4315489533654
53,2,16.1465613587769
53,3,16.7193499504472
53,4,18.5516512057159
53,5,18.6822512843874
53,6,20.8532250419112
53,7,20.9650496561161
53,8,20.2675134465243
53,9,16.432129778616
53,10,18.7266542610057
54,0,14.4281993411676
54,1,16.266610299147
54,2,15.6500221124229
54,3,12.8541918795974
54,4,12.4840533196155
54,5,13.5874522452516
54,6,13.6654968578632
54,7,15.7295410403689
54,8,13.3123625738617
54,9,10.709390298447
54,10,13.5067120665903
55,0,11.0735049890612
55,1,12.5682780409104
55,2,9.58741719470801
55,3,12.2816606852952
55,4,14.1308776825349
55,5,15.3807364120524
55,6,10.8078852977132
55,7,12.2786828897049
55,8,10.5079754837226
55,9,17.6995160990488
55,10,15.9523516891645
56,0,13.2084937740031
56,1,17.2495571684471
56,2,14.2961977931346
56,3,18.2915036481489
56,4,13.0945072640565
56,5,12.6874566955715
56,6,15.7175533533417
56,7,14.2365438952777
56,8,13.2803155145765
56,9,16.8041025236667
56,10,14.1366600601094
57,0,12.6418172910734
57,1,9.14667203740754
57,2,13.8581131063211
57,3,9.9632691295139
57,4,12.2851993293583
57,5,10.1002888825296
57,6,12.890712152524
57,7,10.6796218564681
57,8,16.2062720115246
57,9,13.3137843293273
57,10,12.4148062312809
58,0,12.1608151822765
58,1,13.6181851251338
58,2,14.6874368478053
58,3,15.7629657696003
58,4,14.697534465642
58,5,11.9208293904428
58,6,14.244883348102
58,7,18.1509208527857
58,8,17.0652074950938
58,9,19.7270922444471
58,10,13.342601314581
59,0,14.9296985174424
59,1,15.1756566143979
59,2,14.0512065228806
59,3,21.2411359471398
59,4,17.3643620239255
59,5,17.7951570332372
59,6,16.6185586967741
59,7,12.9205042659652
59,8,18.8481312089252
59,9,18.3743288073212
59,10,17.5330692206541
60,0,21.1991394896711
60,1,21.191023119812
60,2,20.4899546234447
60,3,20.2324942288595
60,4,19.667730986288
60,5,20.9065245406291
60,6,22.7514808133657
60,7,22.875068891103
60,8,19.4470783856007
60,9,23.5980706010134
60,10,21.4526290852146
61,0,17.9437441834868
61,1,14.2646577303093
61,2,15.9749535946203
61,3,18.6685895471649
61,4,18.8745820708313
61,5,21.0057489206975
61,6,19.6749180857216
61,7,20.4639759465821
61,8,16.0961979306359
61,9,18.2857759793683
61,10,18.2790772001604
62,0,10.7079604735535
62,1,13.8248211595155
62,2,12.8279612146141
62,3,14.4955115723682
62,4,17.4811591933095
62,5,12.7805531067243
62,6,12.4077181170651
62,7,14.1521336839696
62,8,16.3456186604173
62,9,13.9709199439003
62,10,15.1635617226014
63,0,17.8359888543239
63,1,12.9873927715399
63,2,15.2791608355618
63,3,19.3087511975471
63,4,16.9179919124083
63,5,17.6255125003081
63,6,14.1672119431667
63,7,15.3475652864013
63,8,18.5487360465045
63,9,18.9462082866123
63,10,14.6965052336848
64,0,12.936165536392
64,1,14.6996601710982
64,2,14.2152971918731
64,3,13.6652333418539
64,4,14.741726651913
64,5,17.7768284692149
64,6,16.350078699457
64,7,16.3740210742344
64,8,16.7640429905717
64,9,20.908944688459
64,10,21.2694323624328
65,0,19.4987026762072
65,1,20.0635334602401
65,2,18.4966025243042
65,3,19.3118705757875
65,4,17.582990960623
65,5,14.5200166470412
65,6,18.091834478698
65,7,17.9101559346672
65,8,21.6588997037295
65,9,21.3466948190617
65,10,17.3762604930517
66,0,12.1206466593913
66,1,15.5972848560587
66,2,14.4359309337407
66,3,13.4240686866008
66,4,15.083205375906
66,5,13.7555243436498
66,6,21.518723273252
66,7,20.7589327450274
66,8,18.9200729650246
66,9,21.2449646891332
66,10,19.5326887284925
67,0,22.1740724617726
67,1,20.6767891401875
67,2,21.38761258095
67,3,21.5930902434108
67,4,20.5057725681407
67,5,18.6871064912638
67,6,24.8878807502578
67,7,24.2839844035546
67,8,26.0776823186716
67,9,25.4162317224769
67,10,25.2425522042228
68,0,10.2258371918014
68,1,14.0282293295027
68,2,16.3107277407894
68,3,17.0477411892146
68,4,16.829054296329
68,5,15.2386002223847
68,6,20.4614552395542
68,7,20.264278456247
68,8,19.3604270779821
68,9,18.4085483804029
68,10,22.4752875878662
69,0,15.0560125559174
69,1,14.5957280354204
69,2,14.7494596897272
69,3,16.4246675572028
69,4,16.4216129534486
69,5,17.8467056754616
69,6,20.7063505425564
69,7,18.1339581550157
69,8,17.3880743464463
69,9,18.8385617377821
69,10,18.2501769335586
70,0,15.7848712007038
70,1,19.5916435291509
70,2,20.5425294197419
70,3,14.6394884129369
70,4,17.8180326427995
70,5,18.6917976674735
70,6,18.4561182907685
70,7,21.6819854216272
70,8,18.5158277079357
70,9,23.7278157746532
70,10,21.3751678927116
71,0,14.5214913436223
71,1,14.6097017273039
71,2,13.3724331293504
71,3,14.7996186646225
71,4,13.1362221641908
71,5,18.5298591964203
71,6,12.8816702529412
71,7,17.110049441858
71,8,14.8541191675737
71,9,14.1978862119333
71,10,15.7327403922009
72,0,18.4090954022056
72,1,19.0484980532407
72,2,19.4971427753179
72,3,21.4787562838631
72,4,20.7924225084702
72,5,19.6966103718601
72,6,18.1844734068969
72,7,24.8018972374166
72,8,25.1114882963606
72,9,27.5992000370061
72,10,25.4146662369595
73,0,19.5432999362441
73,1,17.0719186522733
73,2,23.9236923113477
73,3,27.2927812016302
73,4,24.0648958638629
73,5,23.031324983989
73,6,23.6426610815058
73,7,25.4688904387661
73,8,25.5407070092632
73,9,22.8870789233757
73,10,27.8818362473428
74,0,15.3878073201041
74,1,14.178637699317
74,2,16.2675915891942
74,3,16.7825642882839
74,4,17.5113983935432
74,5,13.5257369587172
74,6,17.5023227670866
74,7,15.9257931839026
74,8,19.8702658138754
74,9,16.981169124055
74,10,19.0751514978566
75,0,14.0930901840378
75,1,21.2683600962395
75,2,20.7531700893548
75,3,19.5480004224776
75,4,19.8227554109716
75,5,21.7423617048276
75,6,27.145511431725
75,7,22.9788032596908
75,8,22.0633261016271
75,9,19.85459278154
75,10,22.5571958786628
76,0,15.8840378595725
76,1,17.2972181726497
76,2,16.6056959909978
76,3,17.9243843584909
76,4,20.5048854296178
76,5,17.4328236244444
76,6,15.1164780605817
76,7,16.7217803863883
76,8,14.3608424787098
76,9,15.9619056831322
76,10,18.404024774589
77,0,10.8407405378735
77,1,18.849824204732
77,2,15.7942292761124
77,3,14.075894805607
77,4,15.9374424324903
77,5,14.8793284619581
77,6,12.3242533931572
77,7,14.982810383525
77,8,17.0521603618014
77,9,12.5129305909962
77,10,11.6844011779844
78,0,10.4403869613635
78,1,13.2562282742183
78,2,13.1829277866195
78,3,11.0396072648051
78,4,7.67534986822301
78,5,12.9741098508559
78,6,12.2665442409749
78,7,11.7563251749373
78,8,12.6709370838267
78,9,13.2372137167139
78,10,11.4352013532561
79,0,11.6402311851653
79,1,12.496603405861
79,2,14.4892857021669
79,3,17.9424670549596
79,4,11.8310408675744
79,5,13.5668055389241
79,6,14.3754373169349
79,7,17.2744031123735
79,8,14.2859967378659
79,9,20.6238627773644
79,10,17.3549267948587
80,0,13.3331890684135
80,1,14.9714699633904
80,2,18.2770175925726
80,3,15.2422276617113
80,4,17.4073052800422
80,5,18.9540089290813
80,6,19.830940785096
80,7,23.3032410772846
80,8,19.8560704069207
80,9,22.1199273994058
80,10,22.8780997549562
81,0,16.7335383525499
81,1,18.1677329571775
81,2,18.7192244736434
81,3,20.3529237969595
81,4,18.8342110843625
81,5,19.7059001885969
81,6,22.8943574500699
81,7,16.2041043469371
81,8,22.1615846273486
81,9,18.7166890284565
81,10,17.5923259336613
82,0,10.7829107193462
82,1,12.5073542453252
82,2,12.9989428991356
82,3,14.3390588851667
82,4,14.6821779576485
82,5,15.4642831359113
82,6,8.25299440094982
82,7,15.1610341597814
82,8,15.4343488659448
82,9,15.3830530999372
82,10,14.0798574102867
83,0,14.890210452904
83,1,15.2404331711739
83,2,17.9869796716372
83,3,17.1583110169105
83,4,18.6823405719745
83,5,16.2675736778195
83,6,19.6675853429889
83,7,19.4148262097522
83,8,14.461363453434
83,9,15.7610516534038
83,10,17.8357594960794
84,0,15.6621654982081
84,1,13.6057452431853
84,2,17.0983958433332
84,3,13.4070462969536
84,4,13.4303789092143
84,5,16.1424256929808
84,6,17.5095311408664
84,7,19.3490747510735
84,8,15.9949399971744
84,9,20.1356641342721
84,10,16.7142740531893
85,0,19.8793747420795
85,1,21.441845733085
85,2,25.4706471778099
85,3,19.6647189971377
85,4,20.6766778111774
85,5,21.854584769832
85,6,22.9881937998729
85,7,21.4774734436555
85,8,19.5604367311307
85,9,19.3114065386951
85,10,22.0282686166844
86,0,21.5570478332304
86,1,18.5306020589084
86,2,24.2774108611125
86,3,22.8361266572156
86,4,18.4441571945973
86,5,20.0390997844849
86,6,24.6977753191503
86,7,21.3901320713632
86,8,26.4741228089756
86,9,26.1966717874265
86,10,29.033331964928
87,0,13.0777274343089
87,1,13.9356879384892
87,2,14.0994077221136
87,3,13.7493935871617
87,4,11.4649268331043
87,5,14.1564098643866
87,6,17.6052999556743
87,7,14.6790574180183
87,8,14.9054817340012
87,9,13.7311115540361
87,10,16.373476043335
88,0,19.6579932712626
88,1,19.1367464409703
88,2,20.2026106375756
88,3,20.4432721124063
88,4,16.6374741310123
88,5,21.8618231500752
88,6,20.8353803124147
88,7,20.7278562550375
88,8,20.6152572062848
88,9,17.7337722891869
88,10,20.8121951657865
89,0,9.76359588182701
89,1,12.121861696435
89,2,15.1991473083795
89,3,17.6353349770982
89,4,14.1676405323435
89,5,16.7229795314732
89,6,18.6618988411819
89,7,19.2844317302932
89,8,16.5133043357087
89,9,16.1839460926744
89,10,14.9656261560259
90,0,15.1869367712267
90,1,20.0906423673316
90,2,13.8595731234572
90,3,15.3392377325713
90,4,17.18229997527
90,5,18.1615214543558
90,6,17.9038582268277
90,7,15.529201188789
90,8,19.6996760850559
90,9,22.9243486839157
90,10,20.6305029162975
91,0,14.7925611717379
91,1,10.784193259233
91,2,8.75678457495551
91,3,14.2863090825994
91,4,13.4427329132262
91,5,14.3446810978429
91,6,13.2401654696815
91,7,17.7497569105312
91,8,13.7455120744955
91,9,15.8290373067698
91,10,15.8069913665366
92,0,16.3688771655659
92,1,17.3574445636024
92,2,16.3043875871964
92,3,15.8171001640004
92,4,17.1420149604959
92,5,16.2673087520161
92,6,16.0070232911383
92,7,18.8211761755588
92,8,20.7635648176137
92,9,20.3726972548659
92,10,18.8090124920886
93,0,17.2559216695791
93,1,15.750551341378
93,2,19.9128612280823
93,3,17.2773584415744
93,4,18.8856378078026
93,5,19.2802648730462
93,6,19.512781472569
93,7,21.8978590760829
93,8,22.713053068541
93,9,17.7092354223433
93,10,24.5609135651505
94,0,15.3715724202318
94,1,13.6020552548455
94,2,15.5242754490288
94,3,17.3166635636903
94,4,16.9681569248614
94,5,17.6733484230793
94,6,21.5091360450587
94,7,21.5794817895765
94,8,21.880006166718
94,9,20.862601117742
94,10,21.7203354334588
95,0,16.8725376764203
95,1,8.69377140788706
95,2,15.1521422977946
95,3,14.2830103197121
95,4,19.4545964535483
95,5,13.6364109770919
95,6,17.0923957859825
95,7,16.4489088968828
95,8,18.8833948277463
95,9,15.3800925629539
95,10,16.009218431548
96,0,18.50518526429
96,1,13.1990602553054
96,2,18.0161902703957
96,3,16.2740112514654
96,4,19.795726687775
96,5,19.1243795758475
96,6,19.6832397804423
96,7,20.4288818532515
96,8,18.879151142168
96,9,18.1696188247887
96,10,23.4053983396141
97,0,7.95784444019582
97,1,4.6177400296291
97,2,11.4535324285698
97,3,4.57529032775496
97,4,4.84912600992989
97,5,3.54499219828042
97,6,8.31950209464723
97,7,2.85335688800914
97,8,4.83442773867589
97,9,9.28792682365962
97,10,4.40202586179704
98,0,19.5575445911917
98,1,16.535073061046
98,2,20.7084809972231
98,3,17.5401576756976
98,4,16.4587955309874
98,5,17.4907029722627
98,6,17.730308593117
98,7,20.2306475136285
98,8,17.3564814208095
98,9,17.3416124349292
98,10,14.8099906752674
99,0,14.3354219281776
99,1,13.0620321208677
99,2,15.8765329756542
99,3,17.7703776997963
99,4,15.151590445565
99,5,19.2632084392224
99,6,17.2872379077037
99,7,17.3033184471097
99,8,20.5588098900692
99,9,16.3936267963614
99,10,18.5275710764832
100,0,22.3114844783951
100,1,18.6714019744342
100,2,19.333914982749
100,3,20.3170328679064
100,4,21.8118924477903
100,5,20.1481847348683
100,6,20.26041903235
100,7,23.8643099060497
100,8,23.7367699947198
100,9,25.2333742934464
100,10,20.7026024402025
